Код клиента	Возраст	Пол	Сколько лет клиент	Количество позиций товаров	Доход с клиента, тыс. ед.	Общее число покупок	Обращений в службу поддержки	Задержки платежей	Дисконтная карта	Дата отклика	Отклик
34183	40	женский	0	1	42,74	1	4	1	0		0
34185	42	мужской	1	1	42,74	1	4	1	0		0
34188	39	мужской	2	1	42,67	1	4	1	0		0
34190	42	мужской	2	1	42,68	1	0	1	0		0
34198	42	женский	2	1	42,68	1	2	1	0		0
34200	56	женский	4	1	42,7	1	1	1	0		0
34221	61	женский	2	3	42,68	2	3	1	0		0
34225	36	женский	3	1	42,72	1	1	1	0		0
34245	32	мужской	3	4	42,67	3	4	1	1		0
34249	24	мужской	0	2	42,66	1	1	1	0		0
34250	44	женский	4	1	42,66	1	1	1	0		0
34261	43	мужской	3	2	42,72	16	1	1	0	11.07.2006	1
34273	36	мужской	3	1	42,74	1	2	1	0		0
34281	34	женский	3	1	42,68	1	4	1	0	26.07.2006	1
34289	39	мужской	1	1	42,68	1	3	1	0		0
34294	24	женский	2	3	42,66	2	1	1	0		0
34301	25	мужской	3	1	42,75	1	5	1	0		0
34303	38	женский	4	3	42,66	2	1	1	1	28.07.2006	1
34305	43	мужской	4	1	42,66	1	1	1	0		0
34312	25	мужской	2	1	42,71	22	0	1	0		0
34315	35	мужской	3	1	42,7	1	0	1	0		0
34320	27	женский	0	1	42,71	1	2	1	0		0
34341	37	мужской	0	1	42,73	1	0	1	0		0
34348	41	мужской	3	4	42,7	2	1	1	0		0
34352	25	мужской	2	1	42,75	1	3	1	0		0
34364	57	мужской	0	1	42,68	1	2	1	0		0
34366	20	мужской	1	1	42,67	1	3	1	0		0
34368	54	женский	4	4	42,73	2	1	1	0		0
34374	33	мужской	3	3	42,71	3	2	1	0	26.07.2006	1
34376	23	мужской	2	2	42,71	1	2	1	0		0
34390	33	женский	3	1	42,72	1	3	1	0		0
34392	38	женский	2	6	42,66	16	1	1	0	05.07.2006	1
34405	41	женский	1	1	42,67	1	4	1	0		0
34406	36	мужской	3	2	42,69	1	2	1	0		0
34407	29	мужской	2	1	42,69	1	2	1	0		0
34416	23	мужской	1	4	42,66	1	2	1	0		0
34417	38	женский	3	1	42,66	1	2	1	0		0
34424	81	женский	3	1	42,7	1	1	1	0		0
34432	36	женский	2	1	42,73	1	3	1	0		0
34441	36	мужской	3	1	42,69	1	1	1	0		0
34443	35	женский	2	1	42,71	1	2	1	0		0
34460	67	женский	3	3	42,66	2	5	1	0		0
34483	52	мужской	2	1	42,65	1	3	1	0		0
34491	35	женский	3	1	42,68	1	2	1	0		0
34493	49	женский	3	1	42,74	1	2	1	0		0
34506	20	женский	1	1	42,73	1	3	1	0		0
34523	45	женский	0	1	42,66	1	1	1	0		0
34525	41	мужской	2	1	42,66	1	1	1	0		0
34530	30	женский	3	1	42,66	1	2	1	0		0
34536	43	мужской	4	2	42,74	1	1	1	0	09.07.2006	1
34554	26	мужской	3	2	42,84	14	3	1	0	03.07.2006	1
34566	39	женский	4	1	42,84	1	0	1	0		0
34578	34	женский	3	6	42,8	1	3	1	0	19.07.2006	1
34587	43	мужской	4	1	42,89	1	3	1	0		0
34597	39	женский	2	2	43,04	1	2	1	0	19.07.2006	1
34608	45	женский	3	1	43,11	1	0	1	0		0
34611	41	мужской	1	4	43,15	5	2	1	0		0
34612	31	женский	4	3	43,12	3	2	1	0		0
34615	41	мужской	2	3	43,08	1	1	1	0	08.07.2006	1
34620	43	женский	0	2	43,08	1	3	1	0		0
34630	35	женский	3	2	43,09	2	1	1	0		0
34635	38	женский	3	1	43,09	1	1	1	0		0
34640	39	женский	2	2	43,14	1	3	1	0		0
34641	38	женский	0	1	43,07	1	5	1	0		0
34643	34	женский	2	1	43,06	1	5	1	0		0
34677	29	женский	2	3	43,17	2	3	1	0		0
34680	44	мужской	1	1	43,2	1	2	1	0		0
34684	23	мужской	3	1	43,17	1	1	1	0		0
34688	48	женский	2	3	43,17	17	2	1	0		0
34702	41	мужской	3	1	43,19	1	3	1	0		0
34708	27	мужской	1	1	43,17	1	1	1	0		0
34710	47	мужской	3	2	43,22	1	3	1	0		0
34715	25	женский	2	1	43,21	1	2	1	0		0
34718	12	женский	1	4	43,17	2	4	1	0		0
34720	26	мужской	2	3	43,23	2	6	1	0		0
34725	47	женский	4	1	43,25	1	4	1	0		0
34746	33	женский	2	3	43,22	2	0	1	0	26.07.2006	1
34761	30	мужской	2	1	43,21	1	2	1	0		0
34769	37	мужской	4	1	43,25	1	2	1	0		0
34770	49	женский	2	2	43,18	1	0	1	0		0
34771	37	женский	4	2	43,18	1	0	1	0		0
34777	48	мужской	2	1	43,22	1	5	1	1		0
34788	37	женский	4	1	43,27	1	2	1	0		0
34789	46	мужской	4	1	43,31	1	4	1	0		0
34816	37	мужской	3	3	43,26	3	2	1	0		0
34825	51	мужской	0	1	43,35	1	4	1	0		0
34840	41	мужской	3	3	43,32	3	5	1	0		0
34843	33	женский	0	1	43,25	1	1	1	0		0
34844	21	мужской	1	5	43,3	2	3	1	0		0
34845	12	мужской	3	1	43,3	1	3	1	0		0
34877	46	женский	2	1	43,27	1	8	1	1		0
34885	65	мужской	3	1	43,34	1	2	1	0		0
34891	31	мужской	3	4	43,33	28	1	1	0		0
34893	40	женский	0	1	43,33	1	5	1	0		0
34895	16	женский	4	1	43,35	1	4	1	0		0
34898	37	женский	2	2	43,33	2	2	1	0		0
34900	52	женский	2	3	43,27	29	1	1	0		0
34906	46	женский	2	1	43,33	1	3	1	0		0
34923	32	женский	2	2	43,28	1	2	1	0		0
34924	55	женский	3	1	43,28	1	2	1	0		0
34948	32	мужской	2	1	43,26	1	1	1	0		0
34951	36	мужской	3	1	43,3	1	4	1	0		0
34973	60	женский	0	1	43,26	1	1	1	0		0
34982	37	женский	3	1	43,29	1	0	0	0		0
34984	47	женский	3	1	43,31	1	2	1	0		0
34989	35	женский	0	1	43,32	1	2	1	0		0
34990	25	мужской	3	1	43,28	1	4	1	0		0
34991	33	мужской	2	1	43,28	1	4	1	0		0
34994	39	женский	3	3	43,33	3	2	1	0		0
34997	40	женский	4	3	43,27	1	1	1	0		0
35015	43	женский	3	1	43,26	1	4	1	0	18.07.2006	1
35042	28	мужской	1	1	43,27	1	0	1	0		0
35064	44	мужской	2	1	43,29	1	3	1	0		0
35090	37	мужской	0	1	43,26	1	4	1	0		0
35098	40	мужской	4	1	43,33	1	0	1	0		0
35102	42	женский	3	1	43,32	1	4	1	0		0
35112	29	мужской	3	1	43,42	1	5	1	0		0
35120	47	женский	4	1	43,52	1	3	1	0		0
35135	40	женский	3	6	43,58	3	2	1	0		0
35136	39	мужской	0	1	43,59	1	4	1	0		0
35151	40	мужской	2	1	43,6	1	2	1	0		0
35153	31	женский	3	1	43,73	1	3	1	0		0
35161	58	мужской	2	1	43,7	1	3	1	0		0
35164	39	мужской	2	1	43,71	1	1	1	0		0
35167	39	женский	3	1	43,71	1	4	1	0		0
35175	45	женский	3	4	43,7	1	4	1	0	07.07.2006	1
35183	55	мужской	3	1	43,69	1	5	1	0		0
35193	19	мужской	2	1	43,65	1	5	1	0		0
35204	40	женский	1	1	43,7	1	0	1	0		0
35209	37	мужской	3	3	43,72	1	1	1	0		0
35217	45	мужской	2	3	43,66	1	2	1	0		0
35220	39	мужской	3	3	43,74	1	1	1	0	04.07.2006	1
35221	45	женский	2	1	43,71	1	0	1	0		0
35224	33	мужской	2	1	43,71	1	5	1	0		0
35229	32	женский	3	1	43,8	1	2	1	0		0
35233	35	мужской	3	1	43,81	1	4	1	0		0
35237	42	женский	2	1	43,84	1	2	1	0		0
35241	31	мужской	4	4	43,85	1	3	1	0		0
35246	47	женский	3	1	43,76	1	2	1	0		0
35248	36	мужской	3	4	43,85	3	3	1	0		0
35267	68	мужской	2	1	43,76	1	1	1	0		0
35277	47	женский	2	2	43,8	1	2	1	0		0
35285	31	мужской	1	1	43,84	5	4	1	0	17.07.2006	1
35306	45	женский	3	4	43,83	2	4	1	0		0
35308	28	мужской	3	1	43,77	1	2	1	0		0
35312	53	мужской	0	1	43,78	1	2	1	0		0
35314	51	женский	2	4	43,77	3	0	1	0		0
35315	23	мужской	2	1	43,83	1	3	1	0		0
35316	28	мужской	4	6	43,78	4	0	1	0	11.07.2006	1
35318	37	женский	2	2	43,8	1	2	1	0		0
35356	26	женский	1	3	43,78	1	4	1	0		0
35366	44	женский	2	4	43,76	2	4	1	0		0
35373	33	женский	3	2	43,85	15	2	1	0	30.07.2006	1
35385	35	женский	3	3	43,75	2	3	1	0		0
35390	31	женский	1	1	43,79	1	0	1	0		0
35415	41	мужской	2	1	43,82	1	3	1	0		0
35429	41	мужской	2	1	43,77	1	0	1	0		0
35438	37	женский	2	1	43,82	1	3	1	0		0
35443	45	мужской	2	1	43,84	1	2	1	0		0
35459	44	женский	3	3	43,82	2	3	1	0		0
35472	65	женский	4	2	43,85	1	5	1	0		0
35475	40	женский	2	2	43,83	23	1	1	0	28.07.2006	1
35476	21	женский	3	2	43,85	1	4	1	0	23.07.2006	1
35477	46	мужской	2	6	43,85	3	4	1	0		0
35480	43	женский	2	3	43,77	1	2	1	0		0
35487	34	женский	3	4	43,8	1	1	1	0		0
35491	37	женский	3	1	43,8	1	2	1	0		0
35494	52	женский	4	1	43,84	1	3	1	0		0
35497	51	женский	2	1	43,82	1	1	1	0		0
35507	40	женский	0	1	43,87	1	2	1	0		0
35521	39	мужской	3	1	43,91	1	4	1	0		0
35530	47	мужской	4	1	43,88	1	3	1	0		0
35538	36	мужской	2	1	43,87	1	1	1	0		0
35539	49	мужской	0	1	43,9	1	6	1	0		0
35540	29	женский	1	1	43,87	1	3	1	0		0
35544	47	мужской	2	1	43,98	1	0	1	0		0
35548	41	мужской	1	1	44,03	1	4	1	0		0
35558	24	мужской	1	1	43,97	1	3	1	0		0
35581	38	женский	4	1	43,96	1	1	1	0		0
35587	30	мужской	0	1	44	1	3	1	0		0
35610	62	женский	0	1	43,99	1	1	1	0		0
35632	47	мужской	3	1	43,97	1	3	1	0	07.07.2006	1
35637	40	женский	1	1	44,02	1	4	1	0		0
35642	29	женский	1	1	44,01	1	6	1	0		0
35644	46	мужской	1	1	44,01	1	2	1	0		0
35654	25	женский	1	5	44,04	3	1	1	0		0
35657	37	женский	1	1	44,04	1	4	1	0		0
35665	43	женский	1	1	44,04	1	2	1	0		0
35666	41	женский	3	1	44,04	1	2	1	0		0
35671	33	мужской	1	1	43,98	1	1	1	1		0
35680	39	мужской	3	1	44,03	1	5	1	0		0
35685	47	мужской	2	1	44,1	1	3	1	0		0
35688	44	женский	3	2	44,06	2	3	1	0		0
35698	41	женский	3	4	44,11	24	2	1	0	26.07.2006	1
35704	32	женский	2	3	44,09	2	0	1	1		0
35706	26	женский	3	1	44,06	1	2	1	0		0
35709	58	женский	1	2	44,13	1	1	1	0		0
35713	32	женский	1	1	44,12	1	3	1	0		0
35726	28	мужской	2	2	44,14	1	2	1	0		0
35735	31	мужской	3	4	44,05	3	1	1	0		0
35748	47	мужской	3	3	44,07	2	5	1	0		0
35757	33	женский	2	1	44,08	1	1	1	0		0
35760	52	женский	4	1	44,07	1	2	1	0		0
35772	69	женский	3	1	44,09	1	0	1	0		0
35776	66	женский	4	5	44,16	7	3	1	0		0
35779	51	женский	2	1	44,16	1	2	1	0		0
35785	46	мужской	3	1	44,18	1	4	1	0		0
35788	39	мужской	1	1	44,19	1	4	1	0		0
35789	24	мужской	2	4	44,23	24	3	1	0		0
35806	37	женский	0	1	44,28	1	2	1	0		0
35816	49	мужской	1	3	44,43	2	2	1	0		0
35822	31	женский	4	1	44,43	1	2	1	0		0
35835	49	женский	0	1	44,44	1	2	1	0		0
35859	39	женский	0	2	44,43	1	1	1	0		0
35865	40	женский	3	1	44,42	1	0	1	0		0
35870	72	женский	4	3	44,42	1	1	1	0		0
35874	61	мужской	3	1	44,42	1	1	1	0		0
35887	36	женский	1	3	44,44	2	2	1	0		0
35889	23	мужской	4	1	44,37	1	4	1	0		0
35891	53	женский	2	1	44,37	1	4	1	0		0
35899	30	мужской	1	3	44,38	1	4	1	0		0
35907	59	женский	0	1	44,37	1	0	1	0		0
35929	56	мужской	4	1	44,37	1	1	1	0		0
35931	35	женский	3	1	44,37	1	1	1	0		0
35943	45	женский	2	1	44,39	1	3	1	0		0
35959	38	женский	3	1	44,38	1	3	1	0		0
35970	47	мужской	0	1	44,35	1	1	1	0		0
35989	40	мужской	2	1	44,38	1	0	1	0		0
35992	41	женский	3	1	44,41	1	0	1	0		0
36026	41	мужской	0	1	44,37	1	3	1	0		0
36027	45	женский	2	2	44,37	2	3	1	0		0
36034	44	мужской	0	1	44,43	1	1	1	0		0
36039	44	женский	2	3	44,42	2	2	1	0		0
36041	40	мужской	3	1	44,35	1	6	1	0		0
36042	40	женский	2	1	44,35	1	6	1	0		0
36050	23	женский	2	1	44,45	1	3	1	0		0
36051	44	мужской	3	1	44,45	1	3	1	0		0
36062	52	женский	4	4	44,38	3	4	1	0	24.07.2006	1
36079	48	женский	3	1	44,38	1	2	1	0		0
36085	56	мужской	4	1	44,44	1	0	1	0		0
36092	25	мужской	1	4	44,44	2	0	1	0		0
36107	44	женский	0	1	44,37	1	1	1	0		0
36121	29	мужской	1	1	44,4	1	1	1	0		0
36132	39	мужской	3	5	44,35	3	4	1	0		0
36151	43	мужской	3	3	44,37	1	2	1	0		0
36172	55	женский	1	5	44,36	2	2	1	0		0
36186	32	женский	0	2	44,44	1	1	1	0		0
36190	38	женский	1	1	44,4	1	3	1	0		0
36197	38	мужской	3	1	44,4	1	2	1	0		0
36229	48	мужской	2	1	44,39	1	1	1	0		0
36230	42	мужской	4	3	44,39	1	1	1	0		0
36231	44	мужской	0	2	44,44	1	1	1	0		0
36233	26	женский	1	2	44,41	1	4	1	0		0
36244	36	мужской	4	1	44,44	1	2	1	0		0
36254	15	женский	3	1	44,42	1	3	1	0		0
36260	43	женский	3	1	44,44	1	3	1	0		0
36272	40	женский	1	1	44,44	1	1	1	0		0
36281	49	женский	2	1	44,42	1	4	1	0		0
36289	31	мужской	1	2	44,42	1	2	1	0	27.07.2006	1
36298	46	женский	2	3	44,4	1	3	1	0		0
36302	52	женский	2	1	44,38	1	5	1	0		0
36308	41	мужской	3	3	44,4	2	3	1	0		0
36326	51	мужской	1	6	44,42	16	0	1	0		0
36336	38	женский	3	1	44,44	1	2	1	0		0
36337	47	женский	4	3	44,44	2	2	1	0		0
36338	27	мужской	1	1	44,45	1	0	1	0		0
36355	40	женский	4	1	44,42	1	1	1	0		0
36356	28	женский	1	1	44,42	1	1	1	0		0
36364	27	женский	2	1	44,43	1	7	1	0		0
36372	54	мужской	1	1	44,41	1	2	1	0		0
36374	36	женский	0	1	44,44	1	3	1	0		0
36379	22	мужской	3	4	44,37	2	3	1	0		0
36400	25	женский	3	1	44,44	1	2	1	0		0
36401	36	мужской	2	1	44,43	1	1	1	0		0
36404	41	мужской	4	4	44,42	3	0	1	0		0
36409	66	женский	2	1	44,4	1	2	1	0		0
36413	20	мужской	3	4	44,45	1	2	1	0		0
36424	22	женский	3	3	44,43	1	3	1	0		0
36427	20	мужской	1	1	44,43	1	3	1	0		0
36428	35	мужской	2	2	44,44	1	2	1	0		0
36434	40	мужской	2	1	44,37	1	1	1	0		0
36440	33	мужской	2	5	44,39	3	0	1	0	30.07.2006	1
36441	51	мужской	0	1	44,39	1	0	1	0		0
36444	50	мужской	2	6	44,45	3	4	1	0		0
36447	32	женский	2	1	44,4	1	1	1	0		0
36452	39	мужской	3	1	44,4	1	2	1	0		0
36462	33	мужской	2	1	44,43	1	1	1	0		0
36466	68	женский	0	1	44,38	1	2	1	0		0
36470	45	мужской	4	1	44,39	1	1	1	0		0
36479	56	мужской	1	1	44,43	1	2	1	0		0
36526	42	женский	2	5	44,36	2	3	1	0	22.07.2006	1
36532	32	женский	2	4	44,35	3	0	1	1	01.07.2006	1
36536	50	женский	2	3	44,36	1	2	1	0	27.07.2006	1
36539	72	женский	4	1	44,36	1	2	1	0		0
36543	31	женский	1	1	44,41	1	3	1	0		0
36545	33	женский	1	1	44,41	1	3	1	0		0
36548	22	мужской	1	1	44,45	1	3	1	0		0
36559	45	мужской	4	1	44,43	1	1	0	0		0
36564	39	женский	4	3	44,41	2	7	1	0		0
36568	57	мужской	4	1	44,37	1	0	1	0		0
36576	36	женский	4	1	44,4	1	0	1	0		0
36586	21	женский	3	6	44,38	20	2	1	0	06.07.2006	1
36587	61	мужской	2	1	44,35	1	1	1	0		0
36593	53	мужской	1	1	44,37	1	1	1	0	09.07.2006	1
36595	63	мужской	2	1	44,37	1	1	1	0		0
36606	37	женский	2	1	44,4	1	1	1	0		0
36631	62	женский	3	2	44,37	2	2	1	0	18.07.2006	1
36635	54	мужской	3	1	44,45	1	1	1	0		0
36644	41	мужской	2	4	44,37	1	3	1	0		0
36652	38	мужской	0	1	44,36	1	4	1	0		0
36661	28	мужской	3	1	44,44	1	1	1	1		0
36663	33	мужской	1	1	44,44	1	1	1	0		0
36667	39	женский	4	3	44,36	2	3	1	0		0
36671	28	мужской	4	1	44,39	1	8	1	0		0
36675	26	мужской	2	3	44,41	1	3	1	0		0
36705	41	мужской	2	6	44,37	3	3	1	0		0
36707	44	мужской	3	3	44,38	2	0	1	0		0
36716	44	мужской	2	1	44,39	15	0	1	0		0
36734	52	мужской	0	1	44,45	1	0	1	0		0
36737	20	мужской	2	1	44,45	1	2	1	0		0
36738	34	женский	4	3	44,45	2	2	1	0		0
36753	37	мужской	3	1	44,44	1	1	1	0		0
36768	37	мужской	3	1	44,42	1	4	1	0		0
36777	34	женский	4	1	44,42	1	2	1	0		0
36782	34	мужской	3	2	44,4	1	3	1	0		0
36786	39	мужской	2	3	44,37	2	2	1	0		0
36795	19	женский	0	1	44,4	1	3	1	0		0
36798	39	женский	3	1	44,37	1	2	1	0		0
36801	31	мужской	1	1	44,37	1	2	1	0		0
36811	47	мужской	3	4	44,38	2	2	1	0		0
36815	52	мужской	3	2	44,38	9	2	1	0		0
36825	41	мужской	2	1	44,55	1	1	1	0		0
36830	47	женский	4	3	44,53	1	4	1	0		0
36835	46	мужской	0	1	44,49	1	1	1	0		0
36838	25	мужской	0	1	44,5	1	1	1	0		0
36846	48	женский	0	1	44,52	1	2	1	0		0
36854	31	мужской	1	2	44,53	1	0	1	0		0
36857	41	мужской	2	1	44,54	1	4	1	0		0
36858	52	женский	3	1	44,53	1	4	1	0		0
36859	32	мужской	3	1	44,49	1	2	1	0		0
36873	17	женский	3	3	44,53	3	3	1	0		0
36876	21	женский	0	1	44,53	1	4	1	0		0
36887	17	женский	0	2	44,55	1	2	1	0		0
36912	50	женский	1	1	44,56	1	3	1	0		0
36914	51	женский	4	1	44,57	1	4	1	0		0
36919	44	мужской	0	1	44,6	1	3	1	0		0
36920	38	мужской	3	1	44,74	1	0	1	0		0
36924	44	женский	3	3	44,69	6	3	1	0		0
36927	41	мужской	0	1	44,7	1	3	1	0		0
36943	37	женский	4	1	44,75	1	2	1	0		0
36947	39	женский	0	1	44,72	1	0	1	0		0
36950	20	женский	0	1	44,75	1	3	1	0		0
36963	39	женский	2	3	44,66	2	0	1	1		0
36971	36	мужской	2	1	44,66	1	0	1	0		0
36973	22	мужской	3	1	44,73	1	2	1	0		0
36974	15	женский	3	1	44,73	1	2	1	0		0
36984	54	мужской	2	1	44,74	1	4	1	0		0
36985	29	женский	0	1	44,69	1	2	1	0		0
37001	44	женский	4	2	44,74	1	4	1	0		0
37009	45	женский	3	1	44,73	1	0	1	0		0
37010	44	женский	2	1	44,71	1	2	1	0		0
37017	37	женский	0	1	44,73	1	2	1	0		0
37026	19	женский	2	6	44,72	20	6	1	0		0
37029	48	мужской	1	1	44,73	1	0	1	0		0
37038	42	женский	3	1	44,7	1	6	1	0		0
37040	51	женский	4	1	44,7	1	6	1	0		0
37047	32	женский	4	2	44,66	1	2	1	0		0
37067	69	мужской	2	5	44,67	2	1	1	0		0
37078	51	мужской	2	4	44,72	3	2	1	0	24.07.2006	1
37082	55	женский	2	1	44,67	1	0	1	0		0
37084	38	женский	2	2	44,73	1	6	1	0		0
37088	64	женский	0	1	44,65	1	1	1	0		0
37089	40	женский	3	2	44,7	1	1	1	0		0
37090	53	мужской	1	1	44,69	1	0	1	0		0
37114	35	мужской	0	1	44,69	1	0	1	0		0
37117	28	женский	3	6	44,73	5	2	1	0		0
37118	31	мужской	1	1	44,73	1	2	1	0		0
37120	36	женский	3	1	44,67	1	6	1	0		0
37123	36	женский	1	1	44,66	1	3	1	0		0
37125	43	мужской	3	1	44,73	1	4	1	0		0
37126	23	женский	3	1	44,66	1	1	1	0		0
37127	51	женский	4	1	44,68	23	3	1	0		0
37139	31	женский	2	1	44,7	1	2	1	0		0
37150	51	мужской	4	3	44,74	1	2	1	0		0
37165	47	женский	3	2	44,67	3	4	1	0		0
37168	45	мужской	0	1	44,69	1	2	1	0		0
37171	48	женский	0	1	44,65	1	0	1	0		0
37172	34	женский	3	1	44,65	1	0	1	0		0
37174	47	мужской	0	1	44,69	1	1	1	0		0
37192	44	женский	4	1	44,68	1	3	1	0		0
37204	29	женский	2	1	44,72	1	6	1	0		0
37213	46	женский	2	3	44,72	1	2	1	0		0
37217	42	мужской	2	1	44,7	1	2	1	0		0
37226	42	мужской	2	1	44,7	1	0	1	0		0
37229	51	мужской	2	1	44,72	1	2	1	0		0
37231	41	мужской	0	1	44,7	1	4	1	0		0
37240	50	мужской	3	1	44,69	22	2	1	0	13.07.2006	1
37241	51	мужской	4	2	44,69	1	2	1	0		0
37242	18	женский	2	1	44,7	1	5	1	0		0
37245	44	женский	3	1	44,66	1	3	1	0		0
37259	50	женский	3	4	44,69	2	2	1	0		0
37277	50	мужской	3	1	44,67	1	3	1	0		0
37279	65	мужской	3	2	44,72	2	2	1	0	09.07.2006	1
37290	59	мужской	3	1	44,74	1	2	1	0		0
37292	52	женский	2	1	44,75	1	3	1	0		0
37318	76	женский	4	1	44,67	1	2	1	1		0
37319	40	мужской	3	1	44,74	1	0	1	0		0
37326	45	женский	2	4	44,68	4	4	1	0		0
37337	79	женский	4	1	44,66	1	1	1	0		0
37343	44	мужской	3	3	44,79	3	2	1	0		0
37345	38	мужской	3	3	44,77	1	1	1	0		0
37357	33	мужской	3	2	44,82	26	2	1	0	19.07.2006	1
37359	31	мужской	2	1	44,78	1	0	1	0		0
37364	37	женский	1	3	44,75	1	1	1	0		0
37383	45	женский	1	2	44,84	1	2	1	0		0
37386	33	мужской	0	1	44,83	1	6	1	0		0
37390	50	мужской	4	2	44,83	1	2	1	0		0
37391	66	мужской	1	1	44,76	1	2	1	0		0
37411	44	мужской	3	2	44,99	1	5	1	0		0
37438	38	мужской	0	2	45,05	1	1	1	0		0
37442	82	мужской	3	3	45,13	2	6	1	0		0
37466	52	мужской	2	1	45,05	1	1	1	0		0
37471	43	мужской	3	1	45,11	4	1	1	0		0
37472	64	мужской	4	5	45,09	2	0	1	0		0
37476	48	мужской	2	3	45,06	2	0	1	0		0
37481	29	мужской	2	2	45,07	1	1	1	0		0
37501	43	мужской	1	1	45,12	1	3	1	0		0
37505	44	женский	3	1	45,12	1	2	1	0		0
37508	42	мужской	2	1	45,07	1	4	1	0		0
37510	42	мужской	2	5	45,09	3	2	1	0		0
37513	16	мужской	1	3	45,14	1	4	1	0		0
37531	26	мужской	4	1	45,07	1	3	1	0		0
37539	43	женский	2	1	45,1	1	3	1	0		0
37544	44	женский	4	4	45,11	1	1	1	0		0
37548	40	женский	4	1	45,06	1	3	1	0		0
37551	37	мужской	2	1	45,11	1	0	1	0		0
37552	33	женский	2	1	45,06	1	3	1	0		0
37557	41	мужской	0	2	45,13	1	1	1	0		0
37573	31	мужской	2	1	45,09	1	1	1	0		0
37580	49	женский	2	3	45,15	1	0	1	0		0
37622	24	женский	0	1	45,24	1	1	1	0		0
37626	45	мужской	2	3	45,25	2	2	1	0		0
37628	43	мужской	0	1	45,19	1	1	1	0		0
37629	69	женский	2	4	45,16	2	3	1	0		0
37657	39	мужской	3	1	45,18	1	3	1	0		0
37670	22	женский	2	1	45,21	1	1	1	0		0
37678	45	мужской	2	3	45,33	3	3	1	0		0
37679	42	мужской	4	4	45,27	2	2	1	0		0
37697	43	женский	1	1	45,26	1	1	1	0		0
37701	29	женский	3	1	45,34	1	0	1	0		0
37718	29	мужской	2	2	45,33	1	0	1	0		0
37739	19	мужской	3	1	45,3	1	1	1	0		0
37760	48	мужской	1	1	45,33	1	0	1	0		0
37766	49	женский	1	1	45,35	1	3	1	0		0
37769	32	мужской	2	3	45,28	1	2	1	0	29.07.2006	1
37770	43	мужской	1	1	45,28	1	2	1	0		0
37772	37	мужской	2	5	45,3	2	5	1	0		0
37778	19	мужской	3	3	45,31	1	2	1	0		0
37786	35	мужской	2	6	45,26	21	1	1	0		0
37792	39	женский	1	1	45,28	1	3	1	0		0
37795	25	женский	1	2	45,26	2	5	1	0		0
37821	33	женский	3	1	45,25	1	2	1	0		0
37827	27	мужской	1	5	45,35	3	2	1	0		0
37830	52	мужской	3	2	45,27	1	6	1	0		0
37837	46	женский	2	1	45,26	29	4	1	0	02.07.2006	1
37842	45	мужской	0	1	45,31	1	0	1	0		0
37853	34	мужской	3	1	45,33	1	0	1	0		0
37865	60	мужской	1	2	45,32	1	2	1	0	12.07.2006	1
37868	29	мужской	3	1	45,3	1	3	1	0		0
37879	36	женский	1	1	45,28	1	3	1	0		0
37882	29	женский	1	3	45,27	2	3	1	0		0
37885	44	мужской	1	4	45,43	3	4	1	0		0
37893	32	мужской	1	5	45,37	2	1	0	0	06.07.2006	1
37901	51	женский	1	4	45,4	18	2	1	0		0
37919	43	мужской	0	1	45,41	1	0	1	0		0
37928	27	женский	2	4	45,42	3	2	1	0		0
37943	44	женский	3	2	45,39	1	3	1	0		0
37956	17	женский	2	1	45,39	1	4	1	0		0
37976	31	мужской	3	1	45,39	1	5	1	0		0
37990	37	женский	3	1	45,42	1	0	1	0		0
37991	35	женский	0	1	45,45	1	3	1	0		0
37998	39	мужской	2	1	45,42	1	0	1	0		0
38007	35	мужской	1	1	45,4	1	3	1	0		0
38014	42	мужской	1	5	45,38	3	5	1	0		0
38055	38	женский	2	5	45,38	3	5	1	0	05.07.2006	1
38062	18	женский	2	3	45,43	1	2	1	1		0
38063	38	мужской	2	5	45,41	2	1	1	0		0
38064	48	мужской	1	1	45,41	1	1	1	0		0
38066	31	женский	0	1	45,41	1	4	1	0		0
38069	23	женский	0	1	45,38	1	2	1	0		0
38080	36	мужской	1	1	45,37	29	2	1	0	03.07.2006	1
38082	33	женский	1	5	45,44	3	4	1	0		0
38088	24	мужской	4	4	45,43	2	0	1	0	14.07.2006	1
38097	30	мужской	1	1	45,38	1	2	1	0		0
38117	39	мужской	4	2	45,36	2	4	1	0		0
38132	37	мужской	2	1	45,41	4	3	1	1		0
38133	62	мужской	3	2	45,41	1	4	1	0	08.07.2006	1
38135	34	мужской	2	1	45,41	1	1	1	0		0
38145	37	женский	2	4	45,36	2	4	1	0		0
38148	47	женский	3	2	45,41	1	1	1	0		0
38172	50	женский	0	1	45,38	1	4	1	0		0
38186	64	женский	3	1	45,4	1	2	1	0		0
38187	33	женский	3	1	45,4	1	2	1	0		0
38190	36	женский	2	6	45,37	1	1	1	0		0
38191	35	женский	4	1	45,45	1	1	1	0		0
38196	54	женский	3	1	45,41	1	2	1	0		0
38211	36	мужской	0	1	45,43	1	3	1	0		0
38221	23	мужской	0	1	45,36	1	3	1	0		0
38247	37	женский	1	1	45,41	1	5	1	0		0
38267	36	мужской	3	3	45,38	1	2	1	1		0
38273	41	мужской	3	1	45,37	1	1	1	0		0
38274	46	мужской	2	1	45,38	1	0	1	0		0
38281	33	женский	3	2	45,39	2	2	1	0		0
