Код клиента	Возраст	Пол	Сколько лет клиент	Количество позиций товаров	Доход с клиента, тыс. ед.	Общее число покупок	Обращений в службу поддержки	Задержки платежей	Дисконтная карта	Дата отклика	Отклик
40176	24	женский	2	1	46,11	1	5	1	0		0
40188	24	женский	2	1	46,06	1	1	1	0		0
40191	34	женский	1	1	46,07	1	6	1	0		0
40205	27	женский	3	1	46,14	1	1	1	0		0
40239	46	мужской	1	5	46,07	2	5	1	0		0
40281	56	женский	0	1	46,09	1	1	1	0		0
40302	51	женский	1	2	46,08	9	1	1	0		0
40306	18	женский	3	1	46,09	1	5	1	0		0
40314	51	мужской	3	3	46,13	2	1	1	0		0
40347	48	мужской	4	1	46,15	1	3	1	0		0
40358	21	мужской	3	1	46,09	1	3	1	0		0
40371	46	женский	1	1	46,05	1	2	1	0		0
40386	54	мужской	1	5	46,07	2	1	1	0		0
40392	37	женский	2	4	46,08	1	3	1	0		0
40430	38	мужской	2	1	46,12	1	3	1	0		0
40436	44	женский	2	1	46,1	1	4	1	0		0
40458	38	женский	3	1	46,14	1	3	1	0		0
40489	22	мужской	2	3	46,2	1	3	1	0	30.07.2006	1
40493	42	женский	2	4	46,15	2	3	1	0		0
40530	53	мужской	1	2	46,24	1	2	1	0	07.07.2006	1
40533	47	мужской	2	1	46,21	1	3	1	0		0
40548	34	женский	2	1	46,19	1	4	1	0		0
40551	37	женский	2	1	46,16	1	3	1	0		0
40560	21	мужской	2	1	46,32	1	2	1	0		0
40564	44	мужской	1	5	46,27	2	1	1	0		0
40566	63	мужской	4	1	46,26	1	2	1	0		0
40573	34	мужской	0	1	46,37	1	1	1	0		0
40574	22	мужской	2	1	46,43	1	2	1	0		0
40627	38	мужской	3	1	46,53	1	2	1	0		0
40628	41	мужской	1	1	46,53	1	2	1	0		0
40641	25	женский	2	1	46,51	1	3	1	0		0
40673	43	женский	4	1	46,48	5	1	1	0		0
40674	45	мужской	0	1	46,48	1	1	1	0		0
40681	36	женский	3	1	46,52	1	1	1	0		0
40700	33	женский	0	1	46,5	1	1	1	0		0
40702	39	женский	1	3	46,55	1	2	1	0		0
40707	48	женский	1	1	46,49	1	2	1	0		0
40709	27	женский	1	1	46,46	1	1	1	0		0
40719	63	женский	3	2	46,46	1	5	1	0		0
40738	52	мужской	1	1	46,55	1	3	1	0		0
40759	43	мужской	1	1	46,52	1	2	1	0		0
40768	36	мужской	1	3	46,54	1	1	1	0		0
40772	31	женский	0	1	46,47	1	3	1	0		0
40773	32	мужской	2	4	46,46	1	0	1	0		0
40793	39	женский	1	4	46,53	3	0	1	0		0
40811	51	женский	0	1	46,5	1	3	1	0		0
40815	33	мужской	4	1	46,53	2	4	1	0		0
40816	33	женский	1	3	46,5	2	4	1	0		0
40823	41	мужской	0	1	46,47	1	3	1	0		0
40832	48	женский	3	1	46,55	1	4	1	0		0
40843	51	мужской	4	3	46,51	2	5	1	0		0
40860	35	мужской	4	4	46,47	2	4	1	0	16.07.2006	1
40866	41	женский	2	3	46,49	2	3	1	0	25.07.2006	1
40872	36	мужской	2	3	46,53	2	0	1	0	23.07.2006	1
40874	45	женский	3	3	46,49	2	4	1	0		0
40901	47	женский	4	1	46,5	1	2	1	0		0
40904	38	мужской	4	1	46,58	1	2	1	0		0
40935	46	женский	1	1	46,56	1	3	1	0		0
40954	58	мужской	3	1	46,56	1	2	1	1		0
40955	48	мужской	2	1	46,56	1	2	1	0		0
40981	46	женский	1	4	46,63	2	0	1	0	07.07.2006	1
40982	26	женский	2	1	46,63	1	0	1	0		0
41008	43	мужской	3	2	46,59	1	3	1	0		0
41024	41	мужской	3	3	46,65	22	5	1	0	04.07.2006	1
41026	19	мужской	2	1	46,65	1	5	1	0		0
41027	30	мужской	2	4	46,58	1	2	1	0		0
41032	40	женский	2	1	46,62	1	0	1	0		0
41059	47	женский	2	1	46,6	1	4	1	0		0
41106	29	мужской	3	1	46,59	1	2	1	0		0
41107	44	мужской	2	4	46,59	1	2	1	0		0
41110	44	мужской	3	3	46,64	1	0	1	0		0
41127	26	женский	3	1	46,64	1	3	1	0		0
41132	81	женский	2	1	46,56	22	3	1	0		0
41166	44	женский	1	1	46,57	1	2	1	0		0
41185	35	женский	1	1	46,62	1	1	1	0		0
41191	33	женский	2	4	46,6	2	6	1	0		0
41200	32	мужской	0	1	46,63	1	1	1	1		0
41224	42	женский	1	1	46,58	9	0	1	0		0
41232	42	женский	0	2	46,56	1	1	1	0		0
41247	39	мужской	0	2	46,58	1	2	1	0		0
41256	56	мужской	2	3	46,56	2	3	1	0		0
41263	38	мужской	3	1	46,56	1	3	1	0		0
41318	33	мужской	2	1	46,57	1	2	1	0		0
41327	43	мужской	2	1	46,63	1	3	1	0		0
41337	24	мужской	0	1	46,56	1	1	1	0		0
41349	48	мужской	0	1	46,56	1	3	1	0		0
41357	41	мужской	1	3	46,63	2	3	1	0		0
41364	42	мужской	3	1	46,62	1	3	1	0		0
41375	17	женский	0	1	46,62	1	4	1	0		0
41396	58	мужской	1	3	46,56	1	3	1	0		0
41397	46	женский	2	4	46,56	1	3	1	0		0
41421	25	мужской	3	1	46,58	1	1	1	1		0
41423	52	женский	0	1	46,58	1	1	1	0		0
41428	44	мужской	3	4	46,6	1	2	1	0		0
41450	45	женский	0	1	46,6	1	1	1	0		0
41457	31	мужской	2	1	46,57	1	5	1	0		0
41501	40	женский	1	2	46,57	1	4	1	0	18.07.2006	1
41502	13	женский	3	3	46,57	2	4	1	0		0
41524	42	мужской	1	1	46,59	1	2	1	0		0
41544	46	женский	3	2	46,6	1	2	1	0		0
41545	38	женский	2	2	46,55	1	1	1	0		0
41550	35	женский	3	3	46,63	1	0	1	1		0
41587	59	мужской	1	1	46,63	1	0	1	0	23.07.2006	1
41607	22	женский	4	1	46,57	1	4	1	0		0
41615	48	мужской	4	1	46,57	1	1	1	0		0
41617	44	женский	1	3	46,64	1	5	1	0		0
41620	37	женский	4	4	46,61	3	3	1	0		0
41646	54	мужской	0	1	46,58	1	3	1	0		0
41651	66	мужской	1	1	46,65	1	3	1	0		0
41677	56	женский	3	1	46,59	1	3	1	0		0
41682	46	мужской	0	2	46,63	1	4	1	0		0
41695	29	мужской	3	1	46,65	1	0	1	0		0
41697	37	женский	4	1	46,65	1	0	1	0		0
41720	36	мужской	1	1	46,57	1	2	1	0		0
41742	25	женский	3	4	46,64	2	4	1	0		0
41764	35	женский	3	2	46,62	1	3	1	0		0
41768	48	женский	2	1	46,62	1	3	1	0		0
41770	52	мужской	3	1	46,62	1	3	1	1	29.07.2006	1
41775	28	женский	3	1	46,61	1	0	1	0		0
41779	26	женский	2	3	46,57	3	2	1	0		0
41793	34	мужской	3	2	46,62	2	2	1	0	15.07.2006	1
41805	25	женский	3	1	46,57	1	0	1	0		0
41833	38	женский	3	1	46,62	1	5	1	0		0
41836	47	мужской	3	1	46,58	1	2	1	0		0
41853	38	женский	3	1	46,61	7	3	1	0		0
41869	33	женский	3	1	46,57	1	2	1	0		0
41875	31	женский	1	3	46,61	2	1	1	0		0
41907	48	женский	3	3	46,62	2	1	0	0		0
41916	51	мужской	3	1	46,63	1	3	1	0		0
41942	48	женский	4	1	46,65	1	3	1	0		0
41968	34	мужской	3	3	46,62	1	2	1	0		0
41971	39	мужской	3	1	46,59	1	1	1	1		0
42013	46	женский	1	1	46,59	1	0	1	0		0
42021	47	мужской	1	2	46,62	9	1	1	0		0
42023	22	мужской	1	1	46,59	1	1	1	0		0
42076	37	мужской	2	1	46,58	1	2	1	0		0
42083	48	мужской	4	4	46,63	1	2	1	0	14.07.2006	1
42109	50	женский	3	1	46,65	1	1	1	0		0
42116	32	мужской	2	5	46,63	2	5	1	0		0
42117	46	мужской	3	1	46,63	1	5	1	1		0
42131	50	мужской	3	1	46,65	1	0	1	1		0
42133	42	мужской	2	1	46,63	1	1	1	0		0
42138	44	женский	4	1	46,6	1	1	1	0		0
42148	48	мужской	2	1	46,62	1	4	1	0		0
42149	39	мужской	4	3	46,62	2	4	1	0	16.07.2006	1
42150	25	женский	2	3	46,59	2	3	1	1	17.07.2006	1
42166	43	женский	1	1	46,64	1	1	1	0		0
42183	40	женский	2	4	46,59	2	3	1	1		0
42190	38	мужской	4	1	46,57	1	2	1	0		0
42204	33	мужской	0	1	46,63	1	3	1	0		0
42207	39	мужской	2	6	46,57	13	3	1	0	17.07.2006	1
42212	31	мужской	2	1	46,58	1	1	1	0		0
42216	52	женский	1	1	46,64	1	3	1	0		0
42228	22	женский	1	4	46,58	2	5	1	0		0
42248	36	женский	2	1	46,61	1	0	1	0		0
42249	57	мужской	1	2	46,61	2	0	1	0		0
42259	54	мужской	4	1	46,64	1	5	1	1		0
42264	60	женский	1	1	46,63	1	4	1	0		0
42272	56	женский	3	1	46,65	1	2	1	0		0
42276	24	женский	1	1	46,59	1	3	1	0		0
42298	25	женский	4	1	46,6	1	2	1	0		0
42301	40	женский	2	1	46,58	1	1	1	0		0
42317	85	женский	3	1	46,61	1	2	1	0		0
42325	49	женский	0	1	46,59	1	2	1	0		0
42330	11	женский	2	4	46,56	1	3	1	0		0
42344	36	мужской	4	5	46,6	12	5	1	0		0
42351	47	мужской	1	1	46,63	1	2	1	0		0
42352	28	женский	3	1	46,63	1	2	1	0		0
42354	45	мужской	4	2	46,58	1	7	1	0		0
42367	38	мужской	3	4	46,58	2	1	1	0		0
42368	37	мужской	3	1	46,58	1	1	1	0		0
42370	48	мужской	3	2	46,64	2	3	1	0		0
42377	61	мужской	3	2	46,63	1	4	1	1		0
42417	39	женский	4	6	46,63	29	3	1	0		0
42424	48	мужской	2	2	46,58	1	3	1	0		0
42428	30	женский	3	1	46,62	1	3	1	0	02.07.2006	1
42429	33	женский	3	3	46,62	7	3	1	0		0
42430	27	женский	3	1	46,56	1	1	1	0		0
42434	38	мужской	0	2	46,63	1	1	1	0		0
42443	27	женский	2	3	46,6	2	3	1	0		0
42464	67	женский	1	1	46,64	1	2	1	0		0
42480	37	женский	2	1	46,65	1	3	1	0		0
42481	28	женский	2	1	46,65	1	3	1	0		0
42482	49	женский	3	1	46,56	1	1	1	0		0
42499	42	женский	4	3	46,67	2	2	1	0		0
42506	38	мужской	0	1	46,79	1	2	1	0		0
42522	38	мужской	0	1	46,76	1	2	1	0		0
42544	32	женский	2	2	46,76	1	6	1	0		0
42546	34	мужской	1	1	46,76	17	2	1	0		0
42551	40	женский	3	1	46,79	1	0	1	0		0
42554	43	мужской	0	1	46,82	1	2	1	0		0
42559	73	женский	2	1	46,84	1	6	1	0		0
42584	59	мужской	1	1	46,83	1	5	1	0		0
42588	34	мужской	3	1	46,82	1	1	1	0		0
42594	54	мужской	3	1	46,84	1	6	1	1		0
42607	39	мужской	4	1	46,8	1	0	1	0		0
42638	35	мужской	2	1	46,8	1	0	1	0		0
42649	41	женский	3	1	46,77	1	3	1	0		0
42657	43	мужской	2	1	46,8	1	4	1	0		0
42684	50	женский	1	1	46,82	1	3	1	0		0
42690	38	мужской	3	3	46,75	2	1	1	0		0
42702	46	женский	4	3	46,8	1	3	1	0		0
42715	38	мужской	4	1	46,81	1	1	1	0		0
42722	36	мужской	3	3	46,85	2	1	1	0	15.07.2006	1
42734	55	мужской	3	1	46,84	1	1	1	0		0
42743	41	мужской	2	2	46,77	1	2	1	0		0
42745	33	мужской	1	1	46,82	1	2	1	0		0
42749	45	мужской	4	1	46,75	1	1	1	0		0
42758	57	женский	1	1	46,83	1	1	1	0		0
42779	30	женский	1	5	46,75	3	4	1	1		0
42823	36	мужской	1	1	46,86	1	3	1	0		0
42874	65	женский	4	5	46,91	3	3	1	0		0
42881	21	мужской	4	2	46,86	1	1	1	0		0
42884	20	женский	0	1	46,91	1	1	1	0		0
42887	23	мужской	3	3	46,85	2	1	1	0		0
42894	52	женский	0	1	46,87	1	3	1	0		0
42900	21	мужской	3	4	46,94	2	1	1	0		0
42901	34	мужской	1	3	46,9	2	1	1	0	22.07.2006	1
42906	27	мужской	2	1	46,86	1	4	1	0		0
42915	41	женский	2	1	46,9	1	5	1	0		0
42923	52	женский	2	1	46,89	1	0	1	0		0
42926	32	женский	3	4	46,88	1	3	1	0		0
42927	49	женский	0	1	46,96	1	0	1	0		0
42938	21	женский	3	4	46,97	3	1	1	0		0
42942	31	мужской	3	1	47,03	1	1	1	0		0
42946	35	женский	3	4	46,99	2	0	1	0		0
42948	48	женский	0	1	46,97	1	2	1	0		0
42949	39	мужской	1	1	46,96	1	1	1	0		0
42958	39	мужской	0	1	47,04	1	2	1	0		0
42966	51	женский	3	3	47,05	23	1	1	0	22.07.2006	1
42975	20	женский	3	1	47,01	1	2	1	0		0
42978	47	женский	2	2	46,95	1	0	1	0		0
42986	38	мужской	3	2	47,01	1	3	1	0		0
43017	43	женский	1	1	46,96	1	5	1	0		0
43024	50	женский	3	1	46,99	1	0	1	0		0
43044	56	женский	4	2	47,05	1	5	1	1		0
43051	47	женский	1	1	47,01	1	2	1	0		0
43054	45	женский	0	1	47,1	1	0	1	0		0
43064	40	женский	1	1	47,13	1	3	1	0		0
43066	52	женский	2	1	47,08	1	3	1	0		0
43073	32	женский	2	3	47,12	1	2	1	0		0
43079	17	мужской	4	3	47,1	1	0	1	0	22.07.2006	1
43084	43	мужской	0	1	47,1	1	0	1	0		0
43088	42	женский	1	2	47,1	1	2	1	0		0
43093	20	мужской	1	4	47,06	1	4	1	0		0
43112	45	женский	2	1	47,15	1	3	1	0		0
43116	30	женский	4	1	47,15	1	3	1	0		0
43125	32	мужской	1	3	47,12	1	3	1	0	14.07.2006	1
43130	42	мужской	0	1	47,1	1	3	1	0		0
43162	41	мужской	2	1	47,12	1	2	1	0		0
43175	36	женский	1	1	47,1	1	0	1	0		0
43185	30	мужской	2	3	47,12	1	3	1	0		0
43213	49	женский	0	1	47,06	1	2	1	0		0
43216	38	женский	2	3	47,09	2	4	1	0		0
43233	74	женский	0	1	47,12	1	1	1	0		0
43245	42	женский	3	1	47,08	1	2	1	0		0
43249	51	женский	3	1	47,12	1	5	1	0		0
43255	38	женский	2	1	47,07	1	5	1	0		0
43261	40	женский	2	1	47,08	1	3	1	0		0
43265	39	женский	0	1	47,1	1	3	1	0		0
43286	43	женский	0	1	47,21	1	3	1	0		0
43310	39	мужской	2	1	47,19	1	2	1	0		0
43320	35	мужской	3	1	47,23	1	4	1	0		0
43325	48	мужской	2	3	47,17	1	0	1	0		0
43348	44	женский	1	3	47,23	2	4	1	0	02.07.2006	1
43359	37	мужской	3	1	47,15	1	3	1	0		0
43363	20	мужской	2	1	47,2	1	4	1	0		0
43379	25	мужской	4	3	47,24	2	2	1	0		0
43391	47	мужской	3	4	47,25	3	2	1	0		0
43408	35	мужской	3	3	47,23	1	3	1	0	16.07.2006	1
43427	32	мужской	2	1	47,16	1	0	1	0		0
43430	66	мужской	2	4	47,2	2	0	1	0	15.07.2006	1
43434	40	женский	2	1	47,19	1	2	1	0		0
43443	42	женский	3	1	47,17	1	2	1	0		0
43527	67	женский	3	1	47,38	1	0	1	0		0
43538	45	мужской	1	1	47,38	1	1	1	0		0
43548	36	мужской	2	1	47,42	1	3	1	0		0
43586	48	женский	3	1	47,41	1	5	1	0		0
43589	34	женский	2	1	47,44	1	3	1	0		0
43591	31	женский	1	2	47,44	1	4	1	0		0
43624	23	женский	0	1	47,44	1	1	1	0		0
43626	29	мужской	2	3	47,37	1	0	1	0		0
43627	27	женский	2	1	47,37	1	0	1	0		0
43628	39	женский	3	5	47,35	3	1	1	1		0
43651	40	мужской	3	1	47,42	1	4	1	0		0
43654	41	женский	2	3	47,41	2	1	1	0		0
43661	41	мужской	3	4	47,35	10	0	1	0		0
43675	39	женский	1	1	47,44	1	4	1	0		0
43687	37	мужской	4	1	47,44	1	2	1	0		0
43691	42	женский	3	4	47,35	3	2	1	0	03.07.2006	1
43740	76	мужской	3	5	47,39	2	2	1	0	16.07.2006	1
43751	30	мужской	1	1	47,42	1	3	1	0		0
43758	42	женский	3	1	47,43	1	5	1	0		0
43771	52	женский	4	1	47,4	1	1	1	0		0
43773	34	женский	0	5	47,36	1	1	1	0		0
43789	18	женский	2	1	47,52	1	2	1	0		0
43794	34	женский	2	1	47,49	1	2	1	0		0
43813	27	женский	3	1	47,72	1	1	1	0		0
43832	37	мужской	4	3	47,69	2	0	1	0		0
43836	39	мужской	2	3	47,66	1	2	1	0	17.07.2006	1
43853	31	мужской	0	1	47,69	1	2	1	0		0
43861	33	мужской	3	2	47,79	1	0	1	0		0
43871	18	мужской	2	4	47,81	1	3	1	0		0
43881	22	мужской	2	3	47,85	2	3	1	0		0
43888	38	женский	4	3	47,83	3	2	1	0	15.07.2006	1
43894	38	мужской	4	3	47,83	3	0	1	0		0
43907	20	мужской	1	1	47,84	1	1	1	0		0
43914	50	мужской	3	1	47,94	1	0	1	0		0
43919	56	женский	3	4	47,87	1	2	1	0		0
43923	26	женский	1	3	47,9	2	1	1	0		0
43947	39	мужской	2	4	47,85	3	3	1	0		0
43961	47	женский	2	2	47,87	1	0	1	0		0
43964	41	женский	2	1	47,93	1	2	1	0		0
43967	40	мужской	0	1	47,86	1	3	1	0		0
43974	39	мужской	1	3	47,87	1	2	1	0		0
43977	42	мужской	2	1	47,85	1	0	1	0		0
44002	28	мужской	3	1	47,91	1	1	1	0		0
44007	48	женский	1	2	47,88	1	1	1	0		0
44024	36	женский	1	1	47,86	1	0	1	0		0
44086	66	мужской	4	5	48,03	3	2	1	0		0
44118	55	женский	1	1	47,95	1	4	1	0		0
44127	37	женский	0	1	47,96	1	3	1	0		0
44149	45	женский	0	1	48,03	1	2	1	0		0
44163	41	мужской	3	1	47,98	1	5	1	0		0
44167	37	мужской	1	1	47,97	22	1	1	0		0
44171	60	женский	4	1	47,99	1	7	1	0		0
44177	47	женский	2	1	47,99	1	7	1	1		0
44199	46	женский	0	1	47,95	1	4	1	0		0
44208	42	мужской	4	4	48,02	2	0	1	0		0
44233	52	женский	1	1	48,05	1	1	1	0		0
44244	46	мужской	2	6	48,03	4	1	1	0		0
44261	33	мужской	2	1	48,03	1	2	1	0		0
44265	49	мужской	2	1	48,03	1	2	1	0		0
44286	49	женский	0	1	48,05	1	0	1	0		0
44307	33	женский	3	3	47,99	3	2	1	0		0
44332	57	женский	4	1	47,96	1	3	1	1		0
44338	38	женский	0	1	47,97	1	3	1	0		0
44348	51	мужской	1	3	48	2	3	1	0		0
44356	42	женский	4	1	48,05	1	3	1	0		0
44380	53	женский	3	2	47,99	16	2	1	0		0
44389	22	мужской	0	1	48,02	1	1	1	0		0
44414	39	мужской	1	1	47,98	1	5	1	0		0
44419	48	женский	3	1	47,99	1	4	1	0		0
44429	58	женский	4	1	48,01	1	0	1	0		0
44453	38	женский	2	1	47,99	1	2	1	0		0
44456	34	женский	1	1	47,99	1	2	1	0		0
44469	42	женский	1	1	48	1	2	1	0		0
44477	58	женский	1	1	48,03	1	0	1	0		0
44488	41	женский	4	3	48,05	1	0	1	1		0
44495	17	женский	2	1	48,04	1	2	1	0		0
44499	19	женский	4	4	48,01	1	7	1	1		0
44508	55	мужской	1	1	48,03	1	2	1	0		0
44517	35	женский	3	1	47,98	1	2	1	0		0
44519	35	женский	2	1	47,98	1	2	1	0		0
44537	41	мужской	1	1	48,02	1	0	1	0		0
44538	30	мужской	3	1	48,02	1	0	1	0		0
44561	46	женский	3	1	47,99	1	0	1	0		0
44566	51	женский	3	3	47,99	3	4	1	0	16.07.2006	1
44601	29	женский	2	1	47,97	1	0	1	0		0
44622	29	мужской	1	1	48,04	1	1	1	0		0
44657	41	женский	1	1	48,03	1	3	1	0		0
44660	37	женский	3	1	48,04	1	4	1	0		0
44672	53	женский	1	1	47,97	1	1	1	0		0
44685	25	женский	3	1	48	1	1	1	0		0
44686	35	мужской	2	1	48	8	1	1	1	17.07.2006	1
44712	35	женский	4	1	48,04	1	2	1	0		0
44721	36	женский	2	1	48	1	3	1	0		0
44722	43	женский	4	1	48	1	3	1	0		0
44724	29	женский	2	1	48	1	3	1	0		0
44726	40	мужской	3	1	48,04	1	6	1	0		0
44735	23	мужской	3	3	47,98	1	5	1	0		0
44741	29	мужской	2	1	48,02	1	0	1	1		0
44755	33	женский	3	1	48,04	1	1	1	0		0
44756	18	женский	4	1	48,04	1	1	1	0		0
44758	23	мужской	2	1	47,96	7	1	1	0	25.07.2006	1
44773	43	мужской	2	1	47,96	1	3	1	0		0
44775	53	мужской	3	1	48	17	2	1	0	25.07.2006	1
44780	31	женский	2	1	48,04	1	1	1	0		0
44803	36	женский	2	1	48,03	1	4	1	0		0
44805	38	мужской	0	2	48,02	1	6	1	0		0
44808	34	женский	2	1	48,02	1	6	1	0		0
44825	24	женский	2	1	48,02	1	0	1	0		0
44855	34	женский	2	1	47,98	1	5	1	0		0
44862	33	мужской	3	2	48,02	2	2	1	0		0
44867	72	мужской	3	1	47,97	1	0	1	1		0
44905	49	женский	0	1	48,04	1	4	1	0		0
44911	61	мужской	0	1	48,05	1	4	1	0		0
44912	51	мужской	2	1	48,05	1	4	1	0		0
44930	66	женский	3	1	47,99	1	3	1	0		0
44947	30	мужской	0	1	47,96	1	3	1	0		0
44958	53	женский	1	1	48,02	1	5	1	0		0
44959	40	мужской	2	1	48,02	1	5	1	0		0
44964	42	мужской	1	1	47,99	1	1	1	0		0
44969	41	женский	3	1	48,02	1	2	1	0		0
44979	42	мужской	2	1	47,95	1	1	1	0		0
45009	56	женский	1	2	47,95	1	1	1	0		0
45016	63	мужской	4	1	47,95	1	1	1	0		0
45023	31	мужской	3	1	47,96	1	1	1	0		0
45025	47	мужской	2	1	48,03	1	5	1	0		0
45061	36	женский	0	1	48,05	1	3	1	0		0
45072	34	женский	0	1	48,05	1	2	1	0		0
45082	38	мужской	3	4	48,05	3	0	1	0		0
45083	58	женский	2	2	48,05	1	0	1	0		0
45103	36	женский	2	1	47,99	1	3	1	0		0
45123	69	мужской	1	1	48	1	2	1	0		0
45124	37	женский	0	1	48	1	2	1	0		0
45125	42	женский	1	1	48	1	2	1	0		0
45127	25	женский	1	1	47,97	7	1	1	0		0
45133	54	мужской	3	3	47,97	2	4	1	0		0
45168	36	мужской	3	3	48,03	1	1	1	0	15.07.2006	1
45170	40	женский	3	4	48,03	3	1	1	0		0
45174	17	женский	3	1	47,98	1	0	1	0		0
45182	46	женский	4	1	48	1	4	1	0		0
45186	65	мужской	1	1	48	1	6	1	0		0
45188	55	мужской	2	1	47,95	1	1	1	0		0
45216	34	мужской	2	1	47,96	1	1	1	0		0
45268	34	мужской	4	5	47,99	26	0	1	0	17.07.2006	1
45353	36	мужской	1	2	48,03	2	4	1	0		0
45356	40	женский	0	1	48,01	1	3	1	0		0
45360	40	женский	3	1	48,01	1	3	1	0		0
45366	59	женский	2	3	48,02	2	1	1	0		0
45395	44	женский	1	1	47,99	1	2	1	0		0
45396	32	женский	3	1	47,99	1	2	1	0		0
45428	44	мужской	2	1	47,97	1	3	1	0		0
45433	45	мужской	1	1	47,95	1	4	1	0		0
45435	53	мужской	2	1	47,95	1	4	1	0		0
45442	39	мужской	3	4	48,04	1	2	1	0		0
45443	33	женский	4	3	48,04	1	2	1	0	21.07.2006	1
45474	27	мужской	1	2	47,98	1	2	1	0		0
45506	34	мужской	3	1	48,04	1	2	1	0		0
45508	23	мужской	2	3	47,97	2	2	1	0		0
45513	42	мужской	2	1	47,99	1	0	1	0		0
45516	41	мужской	3	3	47,99	3	0	1	0		0
45539	34	мужской	3	1	47,99	1	0	1	0		0
45562	21	мужской	1	5	48	3	1	1	0		0
45568	40	мужской	4	2	48,04	1	1	1	0		0
45570	48	мужской	0	1	48,04	1	1	1	0		0
45592	28	женский	0	1	47,96	1	2	1	0		0
45608	27	мужской	4	1	48,02	1	3	1	0		0
45619	51	мужской	1	4	48,04	3	4	1	0		0
45630	43	женский	2	1	48,04	1	1	1	0		0
45638	48	мужской	3	1	48,05	1	2	1	0		0
45644	49	женский	2	3	48,01	1	4	1	0		0
45645	43	женский	0	1	48,01	1	4	1	0		0
45659	39	женский	0	1	48,04	1	0	1	0		0
45676	37	мужской	0	1	48,03	1	2	1	0		0
45677	42	женский	2	2	48,03	2	2	1	0	08.07.2006	1
45683	17	женский	2	4	48,03	2	1	1	0		0
45698	38	женский	2	1	47,97	1	8	1	0		0
45703	39	мужской	2	5	48,02	1	2	1	0		0
45713	44	мужской	0	1	48,02	1	3	1	0		0
45749	29	женский	3	1	48	1	3	1	0		0
45776	45	мужской	0	1	48,13	1	2	1	0		0
45801	41	женский	2	1	48,1	1	2	1	0		0
45821	23	женский	1	2	48,06	2	3	1	0		0
45824	41	мужской	3	4	48,15	2	4	1	0		0
45843	40	мужской	2	3	48,07	8	1	1	0		0
45845	42	женский	3	1	48,07	1	3	1	0		0
45872	64	мужской	4	1	48,06	1	4	1	1		0
45874	24	мужской	3	4	48,06	2	2	1	0	29.07.2006	1
45898	31	женский	0	1	48,08	1	2	1	0		0
45901	43	мужской	4	1	48,12	1	2	1	0		0
45905	43	мужской	1	1	48,06	1	4	1	0		0
45913	41	мужской	1	4	48,08	1	4	1	0		0
45919	36	мужской	4	1	48,12	1	1	1	0		0
45945	42	женский	3	1	48,16	1	1	1	0		0
45962	48	мужской	4	1	48,24	1	2	1	0		0
45978	33	женский	1	1	48,21	1	2	1	0	06.07.2006	1
45998	30	мужской	1	1	48,22	1	0	1	0		0
45999	45	женский	3	3	48,15	2	3	1	0	24.07.2006	1
46004	45	мужской	1	6	48,21	3	3	1	0		0
46025	55	женский	1	1	48,23	1	0	1	0		0
46027	57	женский	2	1	48,16	1	1	1	0		0
46044	19	мужской	3	1	48,3	1	2	1	0		0
46064	49	мужской	3	1	48,33	1	2	1	0		0
46070	33	мужской	3	2	48,32	1	2	1	0		0
46073	15	женский	1	3	48,33	1	2	1	0		0
46086	42	женский	0	1	48,3	1	3	1	0		0
46094	44	женский	4	1	48,27	1	1	1	0		0
46108	22	женский	0	2	48,3	1	4	1	0		0
46129	38	женский	0	1	48,32	1	0	1	0		0
46131	34	женский	2	1	48,31	1	1	1	0		0
46139	73	женский	3	1	48,3	1	2	1	1		0
46147	27	мужской	1	1	48,26	1	0	1	0		0
46149	40	женский	4	4	48,29	3	7	1	0	11.07.2006	1
46151	66	мужской	4	2	48,3	1	3	1	0		0
46153	29	женский	3	1	48,3	1	3	1	0		0
46169	39	мужской	1	2	48,3	1	3	1	0		0
46172	29	мужской	1	1	48,27	1	3	1	0		0
46191	27	мужской	2	1	48,26	1	1	1	0		0
46209	50	женский	2	1	48,31	1	2	1	0		0
46230	31	мужской	3	1	48,35	1	3	1	0		0
46269	42	женский	1	1	48,52	1	3	1	0		0
46274	25	женский	2	1	48,49	1	4	1	0		0
46353	20	мужской	0	1	48,52	1	3	1	0		0
46361	30	мужской	2	3	48,48	1	0	1	0		0
46365	48	мужской	3	1	48,52	1	2	1	0		0
46386	48	мужской	1	1	48,48	1	3	1	0		0
46404	26	мужской	3	1	48,54	1	1	1	0		0
46414	34	мужской	4	3	48,52	3	3	1	0		0
46420	41	женский	1	1	48,48	1	6	1	0		0
46452	39	женский	0	1	48,47	1	1	1	0		0
46468	49	мужской	2	1	48,52	1	4	1	0		0
46473	37	женский	3	1	48,53	1	4	1	0		0
46475	24	мужской	1	2	48,53	2	4	1	0	12.07.2006	1
46496	67	мужской	3	1	48,46	1	4	1	0		0
46499	33	мужской	1	1	48,47	1	3	1	0		0
46502	42	женский	2	1	48,48	1	2	1	0		0
46524	52	женский	2	2	48,51	2	5	1	0		0
46525	41	женский	3	3	48,51	2	5	1	1		0
46532	16	мужской	1	1	48,48	1	1	1	0		0
46549	26	мужской	3	2	48,46	1	5	1	0		0
46576	20	мужской	4	1	48,57	1	2	1	0		0
46578	28	мужской	0	1	48,59	1	0	1	0		0
46582	47	мужской	3	1	48,63	1	2	1	0		0
