Код	Дата	ОД, %	Возраст	Проживание	Срок проживания в регионе	Семейное положение	Образование	Стаж работы на последнем месте	Уровень должности	Кредитная история	Просрочки свыше 60 дн.	Тестовое множество
2181	04.06.2007	33	39	Аренда	менее 1 года	Разведен(а)/Вдовство	среднее	менее 1 года	руководитель среднего звена	нет данных	1	False
2182	04.06.2007	24	34	Собственник	менее 1 года	Другое	среднее	менее 1 года	руководитель среднего звена	нет данных	1	False
2183	04.06.2007	42	32	Муниципальное жилье	от 1 до 5 лет	Женат/замужем	среднее специальное	свыше 3 лет	руководитель среднего звена	отрицательная	1	False
2184	04.06.2007	45	26	Собственник	свыше 5 лет	Другое	высшее	свыше 3 лет	сотрудник	отрицательная	0	True
2185	04.06.2007	27	45	Собственник	менее 1 года	Холост/Не замужем	среднее	менее 1 года	сотрудник	нет данных	1	False
2186	04.06.2007	37	38	Аренда	менее 1 года	Холост/Не замужем	высшее	менее 1 года	руководитель среднего звена	нет данных	1	True
2187	05.06.2007	11	28	Собственник	от 1 до 5 лет	Женат/замужем	высшее	менее 1 года	сотрудник	нет данных	0	True
2188	05.06.2007	42	44	Муниципальное жилье	свыше 5 лет	Холост/Не замужем	среднее специальное	от 1 года до 3 лет	руководитель среднего звена	нет данных	0	False
2189	05.06.2007	30	25	Аренда	от 1 до 5 лет	Холост/Не замужем	среднее	от 1 года до 3 лет	сотрудник	нет данных	1	True
2190	05.06.2007	34	30	Собственник	от 1 до 5 лет	Другое	среднее специальное	менее 1 года	руководитель среднего звена	нет данных	0	False
2191	05.06.2007	55	40	Собственник	от 1 до 5 лет	Разведен(а)/Вдовство	среднее специальное	менее 1 года	сотрудник	положительная	0	False
2192	05.06.2007	34	34	Собственник	свыше 5 лет	Холост/Не замужем	среднее специальное	свыше 3 лет	сотрудник	нет данных	0	False
2193	05.06.2007	31	47	Собственник	свыше 5 лет	Женат/замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
2194	05.06.2007	11	38	Собственник	свыше 5 лет	Женат/замужем	среднее	от 1 года до 3 лет	сотрудник	нет данных	0	False
2195	05.06.2007	42	30	Собственник	от 1 до 5 лет	Другое	высшее	свыше 3 лет	руководитель среднего звена	положительная	0	False
2196	05.06.2007	35	41	Собственник	менее 1 года	Женат/замужем	среднее специальное	свыше 3 лет	сотрудник	нет данных	0	True
2197	05.06.2007	51	39	Собственник	менее 1 года	Женат/замужем	высшее	менее 1 года	сотрудник	положительная	0	True
2198	05.06.2007	39	34	Собственник	менее 1 года	Женат/замужем	высшее	менее 1 года	сотрудник	положительная	0	False
2199	05.06.2007	14	31	Аренда	менее 1 года	Холост/Не замужем	высшее	менее 1 года	руководитель среднего звена	нет данных	0	True
2200	05.06.2007	45	24	Аренда	от 1 до 5 лет	Женат/замужем	среднее специальное	свыше 3 лет	сотрудник	нет данных	1	False
2201	05.06.2007	33	27	Собственник	от 1 до 5 лет	Женат/замужем	среднее специальное	от 1 года до 3 лет	сотрудник	нет данных	0	False
2202	05.06.2007	48	35	Аренда	от 1 до 5 лет	Женат/замужем	среднее специальное	от 1 года до 3 лет	сотрудник	отрицательная	1	False
2203	05.06.2007	29	31	Собственник	от 1 до 5 лет	Другое	среднее	от 1 года до 3 лет	сотрудник	положительная	0	False
2204	05.06.2007	48	27	Собственник	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	сотрудник	нет данных	1	True
2205	05.06.2007	40	32	Собственник	менее 1 года	Другое	высшее	менее 1 года	руководитель среднего звена	нет данных	1	False
2206	05.06.2007	24	39	Муниципальное жилье	менее 1 года	Другое	высшее	менее 1 года	руководитель среднего звена	нет данных	0	False
2207	05.06.2007	52	30	Муниципальное жилье	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	руководитель среднего звена	отрицательная	0	False
2208	05.06.2007	24	45	Собственник	от 1 до 5 лет	Холост/Не замужем	среднее специальное	свыше 3 лет	руководитель среднего звена	нет данных	0	False
2209	05.06.2007	26	36	Аренда	свыше 5 лет	Другое	среднее специальное	свыше 3 лет	сотрудник	нет данных	0	False
2210	05.06.2007	20	29	Собственник	менее 1 года	Разведен(а)/Вдовство	высшее	менее 1 года	сотрудник	отрицательная	0	False
2211	05.06.2007	33	36	Собственник	от 1 до 5 лет	Холост/Не замужем	высшее	от 1 года до 3 лет	руководитель среднего звена	нет данных	0	False
2212	05.06.2007	39	36	Муниципальное жилье	свыше 5 лет	Женат/замужем	среднее специальное	свыше 3 лет	сотрудник	нет данных	0	False
2213	05.06.2007	54	25	Муниципальное жилье	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	сотрудник	нет данных	0	True
2214	05.06.2007	13	30	Собственник	от 1 до 5 лет	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	отрицательная	0	False
2215	05.06.2007	20	36	Собственник	менее 1 года	Женат/замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
2216	05.06.2007	28	45	Собственник	свыше 5 лет	Разведен(а)/Вдовство	среднее специальное	менее 1 года	руководитель среднего звена	нет данных	0	True
2217	05.06.2007	38	29	Муниципальное жилье	свыше 5 лет	Женат/замужем	среднее специальное	свыше 3 лет	руководитель среднего звена	нет данных	0	False
2218	05.06.2007	43	35	Собственник	менее 1 года	Другое	среднее	менее 1 года	руководитель среднего звена	отрицательная	0	False
2219	05.06.2007	13	36	Аренда	менее 1 года	Разведен(а)/Вдовство	среднее	менее 1 года	сотрудник	нет данных	0	True
2220	05.06.2007	33	40	Муниципальное жилье	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	нет данных	0	False
2221	06.06.2007	46	54	Собственник	менее 1 года	Женат/замужем	высшее	менее 1 года	руководитель среднего звена	положительная	0	False
2222	06.06.2007	38	31	Аренда	менее 1 года	Женат/замужем	высшее	свыше 3 лет	руководитель среднего звена	отрицательная	1	False
2223	06.06.2007	18	37	Аренда	от 1 до 5 лет	Женат/замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
2224	06.06.2007	42	26	Собственник	от 1 до 5 лет	Холост/Не замужем	высшее	менее 1 года	руководитель среднего звена	нет данных	0	False
2225	06.06.2007	25	39	Собственник	менее 1 года	Разведен(а)/Вдовство	высшее	свыше 3 лет	руководитель среднего звена	нет данных	0	False
2226	06.06.2007	12	34	Муниципальное жилье	от 1 до 5 лет	Холост/Не замужем	среднее специальное	от 1 года до 3 лет	руководитель среднего звена	положительная	0	False
2227	06.06.2007	40	35	Собственник	менее 1 года	Другое	среднее	менее 1 года	сотрудник	нет данных	0	False
2228	06.06.2007	47	37	Муниципальное жилье	менее 1 года	Холост/Не замужем	высшее	менее 1 года	руководитель среднего звена	нет данных	0	False
2229	06.06.2007	44	23	Аренда	свыше 5 лет	Другое	среднее	от 1 года до 3 лет	сотрудник	положительная	0	False
2230	06.06.2007	29	41	Собственник	от 1 до 5 лет	Женат/замужем	среднее	менее 1 года	руководитель среднего звена	нет данных	0	False
2231	06.06.2007	40	36	Аренда	от 1 до 5 лет	Женат/замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
2232	06.06.2007	47	33	Собственник	от 1 до 5 лет	Женат/замужем	среднее	менее 1 года	сотрудник	нет данных	0	False
2233	06.06.2007	43	30	Аренда	от 1 до 5 лет	Другое	высшее	от 1 года до 3 лет	сотрудник	нет данных	0	False
2234	06.06.2007	34	39	Собственник	от 1 до 5 лет	Другое	среднее специальное	от 1 года до 3 лет	сотрудник	положительная	0	False
2235	06.06.2007	53	52	Собственник	от 1 до 5 лет	Холост/Не замужем	высшее	менее 1 года	руководитель среднего звена	нет данных	0	False
2236	06.06.2007	53	43	Собственник	менее 1 года	Другое	среднее	менее 1 года	руководитель среднего звена	нет данных	0	False
2237	06.06.2007	28	30	Муниципальное жилье	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	нет данных	0	False
2238	06.06.2007	39	40	Собственник	менее 1 года	Другое	высшее	менее 1 года	сотрудник	положительная	0	False
2239	06.06.2007	16	37	Собственник	менее 1 года	Женат/замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
2240	06.06.2007	31	40	Собственник	свыше 5 лет	Холост/Не замужем	высшее	от 1 года до 3 лет	сотрудник	положительная	0	False
2241	06.06.2007	30	35	Муниципальное жилье	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	руководитель среднего звена	нет данных	0	False
2242	06.06.2007	38	36	Собственник	от 1 до 5 лет	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	положительная	0	True
2243	06.06.2007	52	33	Собственник	от 1 до 5 лет	Другое	среднее специальное	свыше 3 лет	сотрудник	нет данных	0	False
2244	06.06.2007	13	28	Собственник	свыше 5 лет	Женат/замужем	среднее	от 1 года до 3 лет	сотрудник	положительная	0	True
2245	06.06.2007	37	23	Муниципальное жилье	от 1 до 5 лет	Холост/Не замужем	высшее	от 1 года до 3 лет	руководитель среднего звена	нет данных	0	False
2246	07.06.2007	46	24	Муниципальное жилье	менее 1 года	Другое	среднее специальное	менее 1 года	сотрудник	положительная	0	False
2247	07.06.2007	11	40	Муниципальное жилье	менее 1 года	Холост/Не замужем	среднее	менее 1 года	сотрудник	положительная	0	False
2248	07.06.2007	12	54	Собственник	от 1 до 5 лет	Другое	высшее	менее 1 года	сотрудник	нет данных	0	False
2249	07.06.2007	50	32	Аренда	свыше 5 лет	Холост/Не замужем	высшее	свыше 3 лет	сотрудник	нет данных	0	False
2250	07.06.2007	14	30	Муниципальное жилье	от 1 до 5 лет	Другое	среднее специальное	свыше 3 лет	руководитель среднего звена	нет данных	0	True
2251	07.06.2007	51	45	Собственник	менее 1 года	Другое	высшее	менее 1 года	сотрудник	положительная	0	False
2252	07.06.2007	39	28	Собственник	от 1 до 5 лет	Холост/Не замужем	среднее	менее 1 года	руководитель среднего звена	положительная	0	True
2253	07.06.2007	41	42	Собственник	свыше 5 лет	Холост/Не замужем	среднее специальное	свыше 3 лет	руководитель среднего звена	положительная	0	False
2254	07.06.2007	36	53	Муниципальное жилье	менее 1 года	Женат/замужем	высшее	менее 1 года	сотрудник	положительная	0	False
2255	07.06.2007	35	39	Собственник	свыше 5 лет	Другое	среднее	от 1 года до 3 лет	сотрудник	нет данных	0	False
2256	07.06.2007	12	34	Собственник	свыше 5 лет	Холост/Не замужем	среднее	свыше 3 лет	сотрудник	нет данных	0	False
2257	07.06.2007	18	29	Собственник	менее 1 года	Холост/Не замужем	высшее	менее 1 года	руководитель среднего звена	положительная	0	True
2258	07.06.2007	30	26	Собственник	менее 1 года	Холост/Не замужем	высшее	менее 1 года	сотрудник	положительная	0	False
2259	07.06.2007	51	36	Собственник	от 1 до 5 лет	Другое	высшее	от 1 года до 3 лет	сотрудник	нет данных	0	False
2260	07.06.2007	43	42	Собственник	менее 1 года	Женат/замужем	среднее	менее 1 года	сотрудник	нет данных	0	True
2261	07.06.2007	52	38	Собственник	свыше 5 лет	Женат/замужем	среднее	от 1 года до 3 лет	сотрудник	положительная	0	False
2262	07.06.2007	23	34	Собственник	от 1 до 5 лет	Холост/Не замужем	высшее	менее 1 года	сотрудник	положительная	0	False
2263	07.06.2007	52	27	Аренда	от 1 до 5 лет	Женат/замужем	высшее	менее 1 года	сотрудник	положительная	0	False
2264	07.06.2007	39	33	Собственник	от 1 до 5 лет	Другое	высшее	менее 1 года	сотрудник	положительная	0	False
2265	07.06.2007	38	55	Собственник	менее 1 года	Разведен(а)/Вдовство	среднее	менее 1 года	сотрудник	нет данных	0	False
2266	07.06.2007	37	31	Собственник	менее 1 года	Холост/Не замужем	среднее специальное	свыше 3 лет	сотрудник	нет данных	0	True
2267	07.06.2007	39	37	Муниципальное жилье	менее 1 года	Холост/Не замужем	среднее	свыше 3 лет	сотрудник	отрицательная	0	False
2268	07.06.2007	20	35	Собственник	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	нет данных	0	False
2269	07.06.2007	21	27	Собственник	менее 1 года	Холост/Не замужем	высшее	свыше 3 лет	сотрудник	нет данных	0	False
2270	07.06.2007	36	27	Муниципальное жилье	свыше 5 лет	Другое	среднее специальное	свыше 3 лет	сотрудник	нет данных	0	False
2271	07.06.2007	45	35	Аренда	от 1 до 5 лет	Холост/Не замужем	среднее	свыше 3 лет	руководитель среднего звена	нет данных	1	False
2272	07.06.2007	44	34	Аренда	менее 1 года	Женат/замужем	высшее	менее 1 года	сотрудник	положительная	0	False
2273	07.06.2007	46	39	Собственник	от 1 до 5 лет	Холост/Не замужем	среднее специальное	свыше 3 лет	сотрудник	нет данных	0	False
2274	07.06.2007	15	34	Муниципальное жилье	от 1 до 5 лет	Женат/замужем	среднее специальное	от 1 года до 3 лет	руководитель среднего звена	нет данных	0	True
2275	07.06.2007	28	27	Собственник	менее 1 года	Женат/замужем	высшее	менее 1 года	руководитель среднего звена	нет данных	0	False
2276	07.06.2007	35	48	Собственник	от 1 до 5 лет	Разведен(а)/Вдовство	среднее специальное	менее 1 года	сотрудник	положительная	0	True
2277	07.06.2007	25	38	Аренда	свыше 5 лет	Женат/замужем	высшее	от 1 года до 3 лет	сотрудник	положительная	0	False
2278	07.06.2007	39	29	Собственник	менее 1 года	Другое	среднее специальное	менее 1 года	сотрудник	положительная	0	False
2279	07.06.2007	14	23	Собственник	свыше 5 лет	Холост/Не замужем	среднее	от 1 года до 3 лет	руководитель среднего звена	нет данных	0	True
2280	07.06.2007	12	38	Муниципальное жилье	от 1 до 5 лет	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	нет данных	0	False
2281	07.06.2007	37	37	Собственник	менее 1 года	Холост/Не замужем	высшее	свыше 3 лет	руководитель среднего звена	положительная	0	False
2282	08.06.2007	11	34	Собственник	менее 1 года	Холост/Не замужем	высшее	свыше 3 лет	сотрудник	нет данных	0	False
2283	08.06.2007	42	49	Собственник	свыше 5 лет	Женат/замужем	среднее специальное	свыше 3 лет	сотрудник	нет данных	0	False
2284	08.06.2007	37	46	Собственник	менее 1 года	Женат/замужем	среднее	менее 1 года	руководитель высшего звена	нет данных	1	False
2285	08.06.2007	54	39	Собственник	менее 1 года	Другое	высшее	менее 1 года	руководитель среднего звена	положительная	0	False
2286	08.06.2007	35	38	Собственник	от 1 до 5 лет	Другое	среднее специальное	менее 1 года	руководитель среднего звена	нет данных	0	True
2287	08.06.2007	24	56	Собственник	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	нет данных	1	False
2288	08.06.2007	42	59	Собственник	от 1 до 5 лет	Другое	среднее	свыше 3 лет	сотрудник	нет данных	1	False
2289	08.06.2007	22	36	Собственник	от 1 до 5 лет	Холост/Не замужем	высшее	менее 1 года	руководитель среднего звена	нет данных	0	True
2290	08.06.2007	35	34	Аренда	свыше 5 лет	Разведен(а)/Вдовство	среднее	от 1 года до 3 лет	сотрудник	нет данных	1	True
2291	08.06.2007	32	39	Собственник	от 1 до 5 лет	Холост/Не замужем	среднее	свыше 3 лет	сотрудник	нет данных	0	False
2292	08.06.2007	12	34	Муниципальное жилье	от 1 до 5 лет	Женат/замужем	среднее	свыше 3 лет	сотрудник	нет данных	0	False
2293	08.06.2007	45	27	Собственник	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	сотрудник	нет данных	1	False
2294	08.06.2007	34	34	Муниципальное жилье	от 1 до 5 лет	Женат/замужем	высшее	от 1 года до 3 лет	сотрудник	отрицательная	0	True
2295	08.06.2007	30	42	Собственник	свыше 5 лет	Женат/замужем	среднее специальное	от 1 года до 3 лет	руководитель среднего звена	нет данных	0	False
2296	08.06.2007	21	40	Собственник	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	сотрудник	положительная	0	True
2297	08.06.2007	36	24	Аренда	от 1 до 5 лет	Женат/замужем	среднее	свыше 3 лет	сотрудник	положительная	0	True
2298	08.06.2007	52	23	Аренда	менее 1 года	Другое	среднее	менее 1 года	руководитель высшего звена	отрицательная	1	False
2299	08.06.2007	46	36	Собственник	от 1 до 5 лет	Холост/Не замужем	среднее специальное	от 1 года до 3 лет	сотрудник	нет данных	0	False
2300	08.06.2007	30	52	Собственник	свыше 5 лет	Другое	среднее специальное	от 1 года до 3 лет	сотрудник	положительная	0	False
2301	08.06.2007	27	28	Собственник	от 1 до 5 лет	Женат/замужем	высшее	свыше 3 лет	руководитель высшего звена	нет данных	0	True
2302	08.06.2007	16	39	Собственник	от 1 до 5 лет	Женат/замужем	среднее специальное	свыше 3 лет	руководитель среднего звена	положительная	0	False
2303	09.06.2007	26	28	Собственник	от 1 до 5 лет	Холост/Не замужем	высшее	от 1 года до 3 лет	руководитель среднего звена	отрицательная	0	False
2304	09.06.2007	32	30	Собственник	менее 1 года	Другое	среднее специальное	менее 1 года	сотрудник	нет данных	1	False
2305	09.06.2007	48	31	Муниципальное жилье	от 1 до 5 лет	Холост/Не замужем	среднее	свыше 3 лет	руководитель среднего звена	положительная	0	False
2306	09.06.2007	44	27	Аренда	менее 1 года	Другое	среднее специальное	менее 1 года	руководитель среднего звена	нет данных	1	False
2307	09.06.2007	24	34	Собственник	от 1 до 5 лет	Женат/замужем	среднее специальное	свыше 3 лет	сотрудник	положительная	0	False
2308	09.06.2007	24	39	Муниципальное жилье	от 1 до 5 лет	Женат/замужем	среднее специальное	от 1 года до 3 лет	сотрудник	нет данных	0	False
2309	09.06.2007	18	31	Муниципальное жилье	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	отрицательная	1	True
2310	09.06.2007	31	23	Аренда	менее 1 года	Женат/замужем	среднее	менее 1 года	сотрудник	отрицательная	1	False
2311	09.06.2007	53	37	Собственник	свыше 5 лет	Холост/Не замужем	среднее	менее 1 года	сотрудник	нет данных	0	False
2312	09.06.2007	33	32	Аренда	от 1 до 5 лет	Холост/Не замужем	среднее специальное	от 1 года до 3 лет	сотрудник	отрицательная	1	True
2313	10.06.2007	25	32	Собственник	менее 1 года	Разведен(а)/Вдовство	высшее	менее 1 года	сотрудник	нет данных	0	True
2314	10.06.2007	22	23	Собственник	свыше 5 лет	Женат/замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
2315	10.06.2007	11	38	Муниципальное жилье	от 1 до 5 лет	Женат/замужем	среднее специальное	от 1 года до 3 лет	руководитель среднего звена	положительная	0	False
2316	10.06.2007	18	48	Собственник	свыше 5 лет	Разведен(а)/Вдовство	среднее специальное	менее 1 года	руководитель среднего звена	нет данных	0	False
2317	10.06.2007	34	36	Собственник	свыше 5 лет	Холост/Не замужем	среднее специальное	от 1 года до 3 лет	сотрудник	нет данных	0	False
2318	10.06.2007	44	35	Аренда	менее 1 года	Холост/Не замужем	высшее	менее 1 года	сотрудник	нет данных	1	False
2319	10.06.2007	46	37	Муниципальное жилье	менее 1 года	Другое	высшее	менее 1 года	сотрудник	нет данных	1	True
2320	12.06.2007	54	24	Собственник	менее 1 года	Женат/замужем	высшее	свыше 3 лет	руководитель среднего звена	нет данных	0	False
2321	12.06.2007	17	33	Собственник	от 1 до 5 лет	Женат/замужем	среднее	менее 1 года	сотрудник	положительная	0	False
2322	12.06.2007	48	33	Муниципальное жилье	от 1 до 5 лет	Женат/замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
2323	13.06.2007	26	37	Собственник	менее 1 года	Другое	высшее	менее 1 года	руководитель высшего звена	нет данных	0	False
2324	13.06.2007	33	28	Муниципальное жилье	свыше 5 лет	Женат/замужем	среднее	менее 1 года	руководитель среднего звена	положительная	0	False
2325	13.06.2007	11	43	Собственник	менее 1 года	Холост/Не замужем	высшее	менее 1 года	руководитель среднего звена	положительная	0	False
2326	13.06.2007	37	41	Собственник	от 1 до 5 лет	Женат/замужем	высшее	от 1 года до 3 лет	сотрудник	нет данных	0	False
2327	13.06.2007	54	44	Собственник	свыше 5 лет	Женат/замужем	среднее специальное	от 1 года до 3 лет	сотрудник	отрицательная	0	False
2328	13.06.2007	22	38	Собственник	свыше 5 лет	Женат/замужем	высшее	менее 1 года	сотрудник	положительная	0	False
2329	13.06.2007	30	36	Собственник	от 1 до 5 лет	Женат/замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
2330	13.06.2007	16	42	Собственник	свыше 5 лет	Женат/замужем	высшее	менее 1 года	сотрудник	положительная	0	False
2331	13.06.2007	29	31	Аренда	менее 1 года	Другое	среднее	свыше 3 лет	руководитель среднего звена	нет данных	1	True
2332	13.06.2007	41	35	Собственник	свыше 5 лет	Женат/замужем	среднее специальное	менее 1 года	сотрудник	положительная	0	False
2333	13.06.2007	43	42	Собственник	от 1 до 5 лет	Другое	среднее	свыше 3 лет	руководитель среднего звена	нет данных	0	True
2334	13.06.2007	24	28	Аренда	от 1 до 5 лет	Холост/Не замужем	среднее	свыше 3 лет	руководитель высшего звена	нет данных	1	True
2335	13.06.2007	39	34	Собственник	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	нет данных	1	False
2336	13.06.2007	44	53	Собственник	от 1 до 5 лет	Женат/замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
2337	13.06.2007	32	31	Собственник	менее 1 года	Холост/Не замужем	среднее специальное	свыше 3 лет	сотрудник	нет данных	0	False
2338	13.06.2007	17	37	Собственник	свыше 5 лет	Женат/замужем	среднее специальное	менее 1 года	сотрудник	нет данных	0	True
2339	13.06.2007	36	24	Муниципальное жилье	менее 1 года	Холост/Не замужем	высшее	менее 1 года	сотрудник	нет данных	1	True
2340	13.06.2007	16	37	Муниципальное жилье	менее 1 года	Другое	среднее специальное	менее 1 года	руководитель среднего звена	нет данных	0	True
2341	13.06.2007	26	34	Собственник	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	сотрудник	положительная	0	True
2342	13.06.2007	17	37	Собственник	от 1 до 5 лет	Женат/замужем	высшее	менее 1 года	сотрудник	отрицательная	0	False
2343	13.06.2007	23	42	Собственник	менее 1 года	Другое	среднее	менее 1 года	руководитель среднего звена	нет данных	1	False
2344	13.06.2007	51	24	Собственник	менее 1 года	Другое	среднее специальное	свыше 3 лет	руководитель среднего звена	положительная	0	False
2345	13.06.2007	38	35	Муниципальное жилье	от 1 до 5 лет	Женат/замужем	высшее	свыше 3 лет	сотрудник	нет данных	0	False
2346	13.06.2007	34	35	Аренда	менее 1 года	Женат/замужем	высшее	менее 1 года	сотрудник	нет данных	1	True
2347	13.06.2007	27	35	Собственник	от 1 до 5 лет	Другое	среднее	свыше 3 лет	руководитель среднего звена	положительная	0	True
2348	13.06.2007	23	41	Собственник	от 1 до 5 лет	Холост/Не замужем	среднее специальное	свыше 3 лет	руководитель среднего звена	нет данных	0	False
2349	13.06.2007	20	39	Аренда	менее 1 года	Другое	среднее специальное	менее 1 года	сотрудник	нет данных	1	False
2350	13.06.2007	22	35	Собственник	менее 1 года	Другое	среднее	свыше 3 лет	руководитель высшего звена	отрицательная	1	False
2351	13.06.2007	12	38	Аренда	от 1 до 5 лет	Другое	высшее	свыше 3 лет	сотрудник	нет данных	0	False
2352	13.06.2007	48	25	Муниципальное жилье	менее 1 года	Женат/замужем	высшее	свыше 3 лет	сотрудник	нет данных	0	True
2353	13.06.2007	20	29	Собственник	от 1 до 5 лет	Разведен(а)/Вдовство	среднее	от 1 года до 3 лет	сотрудник	положительная	0	False
2354	13.06.2007	30	37	Собственник	от 1 до 5 лет	Женат/замужем	среднее	от 1 года до 3 лет	руководитель среднего звена	нет данных	0	False
2355	13.06.2007	23	33	Собственник	от 1 до 5 лет	Женат/замужем	среднее специальное	менее 1 года	руководитель среднего звена	положительная	0	False
2356	13.06.2007	41	30	Муниципальное жилье	менее 1 года	Женат/замужем	высшее	свыше 3 лет	сотрудник	положительная	0	False
2357	13.06.2007	14	40	Муниципальное жилье	от 1 до 5 лет	Разведен(а)/Вдовство	высшее	от 1 года до 3 лет	сотрудник	нет данных	0	False
2358	13.06.2007	41	35	Муниципальное жилье	от 1 до 5 лет	Женат/замужем	среднее	от 1 года до 3 лет	сотрудник	нет данных	1	False
2359	13.06.2007	21	36	Муниципальное жилье	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	нет данных	0	True
2360	13.06.2007	32	35	Собственник	свыше 5 лет	Холост/Не замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
2361	13.06.2007	49	43	Собственник	свыше 5 лет	Холост/Не замужем	высшее	менее 1 года	руководитель среднего звена	нет данных	0	False
2362	13.06.2007	48	28	Собственник	свыше 5 лет	Женат/замужем	среднее специальное	менее 1 года	руководитель среднего звена	нет данных	0	False
2363	14.06.2007	26	31	Собственник	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	нет данных	0	False
2364	14.06.2007	38	37	Собственник	менее 1 года	Разведен(а)/Вдовство	среднее специальное	менее 1 года	сотрудник	положительная	0	False
2365	14.06.2007	12	22	Собственник	свыше 5 лет	Женат/замужем	среднее	менее 1 года	руководитель среднего звена	положительная	0	False
2366	14.06.2007	15	50	Собственник	менее 1 года	Другое	высшее	менее 1 года	сотрудник	нет данных	0	True
2367	14.06.2007	47	44	Собственник	менее 1 года	Женат/замужем	среднее специальное	свыше 3 лет	руководитель среднего звена	положительная	0	False
2368	14.06.2007	42	43	Собственник	свыше 5 лет	Холост/Не замужем	высшее	менее 1 года	руководитель среднего звена	нет данных	0	True
2369	14.06.2007	20	36	Собственник	от 1 до 5 лет	Другое	среднее	менее 1 года	руководитель среднего звена	отрицательная	1	False
2370	14.06.2007	41	40	Собственник	свыше 5 лет	Женат/замужем	среднее специальное	от 1 года до 3 лет	руководитель среднего звена	нет данных	0	False
2371	14.06.2007	53	34	Собственник	от 1 до 5 лет	Другое	высшее	от 1 года до 3 лет	сотрудник	положительная	0	False
2372	14.06.2007	47	30	Собственник	менее 1 года	Женат/замужем	среднее	менее 1 года	руководитель среднего звена	положительная	0	False
2373	14.06.2007	30	26	Аренда	свыше 5 лет	Другое	среднее	менее 1 года	руководитель среднего звена	положительная	0	False
2374	14.06.2007	35	55	Собственник	менее 1 года	Холост/Не замужем	среднее специальное	свыше 3 лет	сотрудник	отрицательная	1	False
2375	14.06.2007	33	33	Собственник	от 1 до 5 лет	Другое	среднее специальное	свыше 3 лет	руководитель среднего звена	отрицательная	1	True
2376	14.06.2007	15	28	Собственник	свыше 5 лет	Другое	среднее	менее 1 года	руководитель среднего звена	отрицательная	1	False
2377	14.06.2007	40	41	Собственник	от 1 до 5 лет	Женат/замужем	среднее специальное	от 1 года до 3 лет	сотрудник	нет данных	0	False
2378	14.06.2007	15	28	Собственник	менее 1 года	Разведен(а)/Вдовство	высшее	менее 1 года	руководитель среднего звена	положительная	0	False
2379	14.06.2007	52	43	Собственник	свыше 5 лет	Женат/замужем	высшее	от 1 года до 3 лет	сотрудник	положительная	0	False
2380	15.06.2007	32	28	Собственник	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	положительная	0	True
2381	15.06.2007	39	29	Муниципальное жилье	от 1 до 5 лет	Женат/замужем	высшее	свыше 3 лет	сотрудник	положительная	0	True
2382	15.06.2007	43	32	Собственник	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	нет данных	1	False
2383	15.06.2007	30	25	Собственник	менее 1 года	Другое	высшее	менее 1 года	руководитель высшего звена	положительная	0	False
2384	15.06.2007	41	43	Аренда	от 1 до 5 лет	Женат/замужем	высшее	от 1 года до 3 лет	сотрудник	положительная	0	False
2385	15.06.2007	16	34	Собственник	от 1 до 5 лет	Другое	среднее	свыше 3 лет	сотрудник	нет данных	0	False
2386	15.06.2007	38	36	Собственник	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	положительная	0	False
2387	15.06.2007	22	23	Собственник	свыше 5 лет	Другое	среднее специальное	свыше 3 лет	руководитель среднего звена	отрицательная	0	True
2388	15.06.2007	43	30	Аренда	менее 1 года	Женат/замужем	высшее	менее 1 года	руководитель среднего звена	положительная	0	False
