Товар.Код	Товар.Наименование	Товарная группа
81928	Юникап М - новая формула табл.п.о. фл.пластик. 30 пач.картон. 1 Ferrosan A/S for Pharmacia AB	198
81932	Юникап Т - новая формула табл.п.о. фл.пластик. 30 пач.картон. 1 Ferrosan A/S for Pharmacia AB	198
82028	Янтавит табл. 0,5 г уп.контурн.яч. 10 пач.картон. 3 Биофизика НПО ПЦ	196
82137	Трентал 400 табл.п.о.пролонг. 400 мг бл. 10 кор. 2 Авентис	171
82143	Регидрон пор.доз. пак. 18,9 г Orion Corporation	117
82154	Хлорофиллипта раствор спиртовой 1% р-р спирт. 1 % фл. 100 мл Санкт-Петербургская фармфабрика	247
82166	Капозид табл. 0,05 г уп.контурн.яч. 14 пач.картон. 2 Акрихин	236
82180	Валидол в капсулах капс. 50 мг уп.контурн.яч. 20 кор. 1 Фармаген	73
82181	Глюкоза р-р д/ин. 5 % фл.д/кровезам. 200 мл Эском НПК	280
82203	Вентолин аэроз.ингал.доз. 100 мкг/доза 200 доз бал.аэроз. [с доз.устр.] кор. 1 Glaxo Wellcome	239
82231	Персиковое масло масло фл. 30 мл Натуральные косметические масла	242
82235	Амиксина таблетки 0,125 г табл.п.о. 0,125 г уп. 6 Дальхимфарм	33
82238	Дицинон р-р д/ин. 250 мг/2 мл амп. 2 мл уп. 5 Lek	173
82239	Зинерит лосьон 30 мл кор. 1 Yamanouchi	242
82255	Ротокан экстр.жидк.комб. фл. 50 Тверская фармфабрика	242
82259	Цинковая мазь мазь 10 % бан. 25 г Тверская фармфабрика	242
82260	Адельфан-Эзидрекс табл. бл. 10 Novartis Enterprises Private Ltd.	216
82272	Солкосерил р-р д/ин. амп. 2 мл уп. 5 Solco Basel	196
82275	Тенорик табл. 100 мг уп.контурн.б/яч. 14 кор. 2 Ipca Laboratories	236
82276	Тенорик табл. 50 мг уп.контурн.б/яч. 14 кор. 2 Ipca Laboratories	236
82277	Трентал драже 100 мг кор. 60 Авентис	171
82529	Энтегнин табл. 0,4 г уп.контурн.яч. 10 БиоТон НПФ	295
82533	АЦЦ гран.д/р-ра для приема внутрь 200 мг пак. 3 г Hexal AG	38
82534	АЦЦ гран.д/р-ра для приема внутрь 600 мг пак. 3 г Hexal AG	38
82542	Антифлу пор.д/р-ра для приема внутрь пак. 1 Sagmel, Inc.	182
82545	Арбидол-ЛЭНС табл.п.о. 0,1 г бл. 10 кор. 1 Дальхимфарм	33
82552	Бета-каротин табл. уп. 30 Аква-МДТ	198
82616	Джунгли с минералами табл.жев. фл. 30 кор. 1 Sagmel, Inc.	198
82619	Д-Пантенол мазь 50 мг/г туба 25 г пач.картон. 1 Jadran Co.	198
82635	Канефрон H драже уп.контурн.яч. 20 Bionorica	247
82678	Мяты перечной лист в порошке пор. фильтр-пак. 1,5 г пач.картон. 10 Красногорсклексредства	243
82729	Назол спрей наз. 0,05 % фл.с расп. 15 мл пач.картон. 1 Sagmel, Inc.	234
82745	Плантекс гран.доз.д/р-ра для приема внутрь детск. пак. 5 г Lek	243
82807	Салицилово-цинковая паста паста бан. 25 г Тверская фармфабрика	242
82815	Смекта пор.д/сусп. для приема внутрь пак. 3 г Beaufour Ipsen International	224
82849	ТераФлю от гриппа и простуды пор.д/р-ра для приема внутрь пак.разов. 22,1 г Novartis Pharmaceuticals	234
82940	Шиповника масло масло фл. 50 мл Лекус	198
83012	Ротокан экстр.жидк.комб. фл.темн.стекл. 25 мл Московская фармфабрика	242
83025	Чемеричная вода настойка фл. 100 мл Тверская фармфабрика	251
83029	Облепиховое масло супп.рект. 0,5 г уп.контурн.яч. 5 пач.картон. 2 Дальхимфарм	242
83052	Линимент бальзамический (по Вишневскому) линим. туба 30 г пач.картон. 1 Фармновация	247
83069	Линимент бальзамический (по Вишневскому) линим. бан. 25 г Тверская фармфабрика	247
83121	Ротокан экстр.жидк.комб. фл.темн.стекл. 25 мл Ростовская фармфабрика	242
83122	Шиповника плодов сироп сироп детск. бут. 250 мл УфаВита	198
83149	Арбидол-ЛЭНС табл.п.о. 0,05 г уп.контурн.яч. 10 пач.картон. 1 Дальхимфарм	33
83168	Полифепан пор.д/сусп. для приема внутрь пак.бум.ламин.ПЭ 50 г Сайнтек	205
83215	Центрум табл.п.о. фл. 60 кор. 1 Lederle Parenterals Inc.	198
83216	Спазган табл. уп.контурн.б/яч. 10 Tata Pharma	243
83229	Седал-М табл. уп.контурн.яч. 10 Milve Pharmaceuticals	51
83246	Актовегин р-р д/ин. 80 мг/2 мл амп. 2 мл уп. 5 Nycomed Austria	301
83247	Бифидумбактерин капс. 5 доз бан. 10 пач.картон. 1 Экополис	295
83251	Клотримазол табл.ваг. 100 мг уп.контурн.яч. 6 кор. 1 Lyka Labs	250
83254	Угля активированного таблетки 0,25 г табл. 0,25 г уп.контурн.б/яч. 10 Медисорб	205
83264	Доктор МОМ карандаш Unique	211
83279	Боярышника плоды плоды пак.бум. 50 г пач.картон. 1 Иван-Чай	87
83282	Мяты перечной листья листья пак.бум. 50 г пач.картон. 1 Иван-Чай	243
83338	Дротаверина гидрохлорида таблетки 0,04 г табл. 40 мг уп.контурн.яч. 10 пач.картон. 2 Оболенское - фа	243
83341	Ортосифона тычиночного (Почечного чая) листья листья пак.бум. 30 г пач.картон. 1 Магнолия Сообщество	236
83344	Чемеричная вода настойка фл. 40 мл Ярославская фармфабрика	251
83364	Йода раствор спиртовой 5% р-р спирт.наружн. 5 % фл. 10 мл Краснозаводский химический завод	108
83383	Веторон р-р для приема внутрь 2 % фл.-кап. 20 мл кор. 1 Аквион	198
83400	Дицинон 250 табл. 250 мг уп.контурн.яч. 10 Lek	173
83402	Натрия хлорид р-р д/инф. 0,9 % фл.ПЭ 500 мл Ahlcon Parenterales	117
83403	Солодки корень корни пак.бум. 50 г пач.картон. 1 Техмедсервис	38
83417	Солодки корня сироп сироп фл. 100 г Самарамедпром	38
83418	Трирезид К табл.п.о. бл. 10 кор. 4 Сотекс	236
83436	Отривин спрей наз. 0,1 % фл.-кап. 10 мл кор. 1 Novartis Consumer Health SA	234
83452	Шалфея листья листья пак.бум. 50 г пач.картон. 1 Техмедсервис	247
83454	Эвкалиптовое масло масло фл. 10 мл Натуральные косметические масла	247
83456	Свечи с метилурацилом 0,5 г супп.рект. 500 мг уп.контурн.яч. 5 пач.картон. 2 Нижфарм	176
83478	Нафтизина раствор капли наз. 0,05 % фл. 10 мл пач.картон. 1 Славянская аптека ООО	234
83493	Боярышника настойка настойка фл. 25 мл пач.картон. 1 МедМагикФарм	87
83494	Валидола таблетки 0,06 г табл.сублингв. 0,06 г уп.контурн.яч. 10 Татхимфармпрепараты	73
83522	Колдакт Флю Плюс сусп. 60 мл Ranbaxy	182
83556	Диоксиколь мазь 40 г Нижфарм	242
83563	Доктор Тайсс Эвкалипт леденцы 50 г Dr. Theiss Naturwaren	247
83568	АлфаВИТ табл./комплект бл. 10 кор. 6 Аквион	198
83571	Каффетин табл. бл. 10 Сотекс	211
83587	Крапивы листья листья пак.бум. 35 г пач.картон. 1 Техмедсервис	198
83592	Чабреца трава трава фильтр-пак. 1,5 г пач.картон. 20 Техмедсервис	247
83594	Деготь березовый жидк. фл. 30 мл пач.картон. 1 Натуральные косметические масла	242
83604	Шиповника масло масло фл. 30 мл Натуральные косметические масла	198
83609	Нафтизина раствор капли наз. 0,1 % фл. 10 мл пач.картон. 1 Славянская аптека ООО	234
83613	Глюкоза р-р д/ин. 10 % фл.д/кровезам. 400 мл Биосинтез	280
83624	Валидола таблетки 0,06 г табл.сублингв. 0,06 г уп.контурн.яч. 6 Акрихин	73
83630	Трентал драже 400 мг 20 Aventis Pharma Deutschland	171
83667	Олиговит драже бл. 10 кор. 3 Galenika	198
83679	Шалфея листья листья фильтр-пак. 1,5 г пач.картон. 20 Фарос-21	247
83683	Анисовое масло масло фл. 10 мл Натуральные косметические масла	243
83715	Валерианы настойка настойка фл.темн.стекл. 25 мл пач.картон. 1 Тульская фармфабрика	243
83769	Бесалол табл. уп.контурн.б/яч. 6 Татхимфармпрепараты	211
83794	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Ярославская фармфабрика	247
83800	Магния сульфат пор. для приема внутрь пак.ПЭ 20 г Новис-97	243
83819	Крапивы листья листья пак.бум. 50 г пач.картон. 1 Иван-Чай	198
83824	Толокнянки листья листья пак.бум. 50 г пач.картон. 1 Иван-Чай	236
83826	Череды трава трава пак.бум. 50 г пач.картон. 1 Красногорсклексредства	236
83857	Фарингомед карамель обертка 5 г пак. 10 Материа Медика	39
83907	Солкосерил гель туба 20 г кор. 1 ICN Switzerian	196
83941	Липоевой кислоты таблетки, покрытые оболочкой табл.п.о. 25 мг уп. 10 Уралбиофарм	222
83942	Боярышника цветки цветки пак.бум. 50 г пач.картон. 1 Травы Башкирии	87
83967	Авиа-Море карамель уп. 15 Материа Медика	73
83972	Спазган табл. уп. 20 Wockhardt	243
83983	Винилин (Бальзам Шостаковского) жидк.наружн. фл. 50 г кор. 1 Ай Си Эн Полифарм	247
83984	Квасцы жженые пор. 50 г Элефант-А	242
84072	Валерианы корневища с корнями корневища и корни фильтр-пак. 1,5 г пач.картон. 20 Иван-Чай	243
84073	Валидола таблетки 0,06 г табл.сублингв. 0,06 г уп.контурн.яч. 10 Ай Си Эн Лексредства	73
84074	Винилин (Бальзам Шостаковского) жидк.наружн. фл. 100 г кор. 1 Ай Си Эн Полифарм	247
84112	Алка-зельтцер табл.шип. пак. 2 Bayer C.C.	211
84140	Бронхикум эликсир фл. 130 г кор. 1 Aventis Pharma	247
84166	Боярышника цветки чай лек. фильтр-пак. 2,5 г уп. 20 Травы Башкирии	87
84168	Шиповника плоды плоды фильтр-пак. 2 г пач.картон. 20 Красногорсклексредства	198
84170	Мяты перечной масло экстр. фл. 10 мл Агроспецтех	243
84190	Седальгин-Нео табл. уп.контурн.яч. 10 Balkanpharma-Dupnitza AD	51
84235	Солкосерил мазь 5 % туба 20 г кор. 1 ICN Switzerian	196
84304	Шалфея листья листья пак.бум. 50 г пач.картон. 1 Магнолия Сообщество МФП	247
84318	Ромашки цветки цветки фильтр-пак. 1,5 г пач.картон. 20 Энси	243
84356	Шалфея листья листья фильтр-пак. 1,5 г пач.картон. 20 Фитофарм ПКФ	247
84384	Клотримазол крем 1 % туба 20 г кор. 1 Lyka Labs	250
84413	Ортосифона тычиночного (Почечного чая) листья листья пак.бум. 35 г пач.картон. 1 Народная медицина м	236
84438	Череды трава трава пак.бум. 30 г пач.картон. 1 Красногорсклексредства	236
84474	Тауфона раствор 4% (глазные капли) капли глазн. 4 % фл. 5 мл пач.картон. 1 Славянская аптека ООО	197
84515	Актовегин драже форте уп. 30 Сотекс	301
84522	Веторон-Е р-р для приема внутрь 2 % фл.-кап. 20 мл кор. 1 Аквион	198
84559	Бифидумбактерин сухой в свечах супп.рект.детск. уп.контурн.яч. 5 пач.картон. 2 Витафарма	33
84579	Ортосифона тычиночного (Почечного чая) листья листья пак.бум. 50 г пач.картон. 1 Адонис	236
84603	Нафтизина раствор капли наз. 0,1 % фл. 15 мл пласт Славянская аптека ООО	234
84629	Бруснивер сбор лек. 4,0 пач.картон. 20 Иван-Чай	236
84654	Хвойный экстракт в брикетах брикеты № 2 Тихвинский лесохимический завод	247
84660	Теймурова паста паста бан. 50 г пач.картон. 1 Фармновация	242
84676	Нафтизина раствор капли наз. 0,1 % тюб.-кап. 15 мл пач.картон. 1 Славянская аптека ООО	234
84677	Тыквеол в капсулах 450 мг капс. 450 мг фл. 50 Европа-Биофарм	198
84713	Стрепсилс Плюс табл. бл. 12 Boots Healthcare International	247
84721	Душицы трава трава фильтр-пак. 1,5 г пач.картон. 20 Иван-Чай	38
84731	Актовегин драже форте уп. 10 Сотекс	301
84763	Ноготков цветки цветки фильтр-пак. 1,5 г пач.картон. 20 Иван-Чай	247
84766	Душицы трава трава пак.бум. 50 г пач.картон. 1 Иван-Чай	38
84769	Анти-Ангин табл.д/рассас. уп. 12 Natur Product	247
84776	Магния сульфата раствор для инъекций р-р д/ин. 25 % амп. 5 мл пач.картон. 10 Фармстандарт Санкт-Пете	243
84810	Мяты перечной лист в порошке пор. фильтр-пак. 1,5 г пач.картон. 20 Иван-Чай	243
84811	Ортосифона тычиночного (Почечного чая) листья листья пач.картон. 50 г Фарос-21	236
84812	Эвкалипта прутовидного листья лек.раст.сырье пак. 100 г пач.картон. 1 Народная медицина медицинская	247
84843	Шалфея листья листья фильтр-пак. 1,5 г пач.картон. 24 Ст.-Медифарм	247
84846	Анти-Ангин табл.д/рассас. уп. 24 Natur Product	247
84849	Корвалол капли для приема внутрь фл.-кап.темн.стекл. 25 мл Фармстандарт Курск	243
84856	Красавки экстракт супп.рект. 15 мг уп.контурн.яч. 5 пач.картон. 2 Фармаприм	243
84863	Терпинкод табл. уп.контурн.яч. 10 Фармстандарт Томск	38
84872	Шиповника плодов сироп сироп детск. бут. 100 мл Генесс	198
84924	Скинорен гель 15 % туба 5 г кор. 1 Schering SA дочернее предприятие Schering AG	242
84936	Шиповника плодов сироп сироп детск. бут. 250 мл Генесс	198
84955	Интерферон лейкоцитарный человеческий сухой пор.лиоф. 1000 МЕ 4 доз амп. [с нож.амп.] Микроген	33
85003	Цыгапан для детей табл. 0,2 г уп. 30 Планета Здоровья-2000	33
85009	Аллергодил капли глазн. 0,05 % фл.-кап. 6 мл кор. 1 ASTA Medica	182
85032	Валидола с глюкозой таблетки 0,06 г табл. 0,06 г уп.контурн.яч. 10 Фармстандарт Курск	73
85033	Эвкалипт табл.д/рассас. уп. 12 Natur Product	247
85076	Цианокобаламина раствор для инъекций р-р д/ин. 0,02 % амп. 1 мл [с нож.амп.] кор. 10 Фармстандарт Че	176
85164	Мастодинон капли для приема внутрь фл.с дозат. 30 мл пач.картон. 1 Bionorica	66
85188	Кукурузы столбики с рыльцами резано-прессованные столбики с рыльцами пач.картон. 40 г Красногорсклек	236
85216	Чабреца трава трава пак.бум. 50 г пач.картон. 1 Фарос-21	247
85224	Эплан линим. тюб.-кап. 20 мл Оберон НПП/ГОСНИИОХТ	247
85233	Персиковое масло масло фл. 25 мл Лекус	242
85235	Валидола таблетки 0,06 г табл.сублингв. 0,06 г уп.контурн.яч. 10 УфаВита	73
85237	Полудан пор.д/капель глазн. 200 мкг 100 ЕД фл. 5 мл [с крышк.-капельн.] № 1 ЛЭНС-Фарм	33
85307	Крапивы листья листья пак.бум. 50 г пач.картон. 1 Энси	198
85310	Ноготков цветки цветки фильтр-пак. 1,5 г пач.картон. 20 Техмедсервис	247
85314	Проктоседил М капс.рект. 500 мг фл.темн.стекл. 20 пач.картон. 1 Авентис	293
85376	Шиповника плоды плоды фильтр-пак. 2 г пач.картон. 24 Ст.-Медифарм	198
85382	Метилурацила таблетки 0,5 г табл. 0,5 г уп.контурн.яч. 10 пач.картон. 5 Росмедпрепараты	176
85386	Теймурова паста паста туба 30 г пач.картон. 1 Муромский приборостроительный завод	242
85390	Супрадин табл. уп. 10 F.Hoffmann La-Roche, manufactured by Famar Nitherland B.V.	198
85391	АлфаВИТ табл./комплект уп. 120 Аква-МДТ	198
85395	Ноготков цветки цветки пак.бум. 30 г пач.картон. 1 Магнолия Сообщество МФП	247
85396	Скинорен гель 15 % туба 30 г кор. 1 Schering SA дочернее предприятие Schering AG	242
85397	Мяты перечной масло масло фл. 10 мл Натуральные косметические масла	243
85406	Чабреца трава трава пак.бум. 50 г пач.картон. 1 Энси	247
85408	АлфаВИТ табл./комплект уп. 210 Аква-МДТ	198
85414	Трентал р-р д/ин. 20 мг/мл амп. 5 мл кор. 5 Aventis	171
85429	Циннаризин табл. 25 мг уп.контурн.яч. 10 пач.картон. 5 Фармасинтез	215
85444	Линимент бальзамический (по Вишневскому) линим. туба 30 г пач.картон. 1 Муромский приборостроительны	247
85456	Каметон аэроз. бал.аэроз. 45 г [с нас.наз.] пач.картон. 1 Фармстандарт Санкт-Петербург	247
85459	Йода раствор спиртовой 5% р-р спирт.наружн. 5 % фл. 10 мл Ростовская фармфабрика	108
85466	Каметон аэроз. бал.аэроз. 45 г [с нас.наз.] пач.картон. 1 Фармстандарт Санкт-Петербург	247
85546	Душицы трава трава фильтр-пак. 1,5 г пач.картон. 20 Фарос-21	38
85547	Душицы трава трава пак.бум. 50 г пач.картон. 1 Фарос-21	38
85551	Эвкалипта прутовидного листья лек.раст.сырье пак. 75 г пач.картон. 1 Техмедсервис	247
85552	Никомель карамель обертка 5 г пак.полимерн. 15 Материа Медика Холдинг	279
85555	Анисовое масло масло фл. 10 мл Лекус	243
85568	Викалин табл. уп.контурн.б/яч. 10 Ирбитский химфармзавод	227
85596	Чабреца трава трава пак.бум. 50 г пач.картон. 1 Техмедсервис	247
85600	Глюкоза р-р д/ин. 5 % фл.д/кровезам. 400 мл Биок - Курская биофабрика	280
85601	Фруктоза пор. 500 г Диетпродукт	280
85612	Нафтизина раствор капли наз. 0,1 % фл.-кап. 20 мл Микроген	234
85617	АлфаВИТ табл./комплект уп. 120 Аквион	198
85618	АлфаВИТ табл./комплект уп. 210 Аквион	198
85620	Фруктоза пор. 300 г Диетпродукт	280
85631	Мяты перечной листья листья пак.бум. 50 г пач.картон. 1 Фарос-21	243
85637	Аскорутин табл. уп.контурн.яч. 10 пач.картон. 5 Северная звезда	198
85655	Шиповника плоды плоды фильтр-пак. 4 г уп. 20 Фарос-21	198
85669	Фенхеля плоды плоды пач.картон. 50 г Старт-Фито	236
85697	Пастушьей сумки трава трава пач.картон. 50 г Магнолия Сообщество МФП	173
85698	Глюкоза р-р д/ин. 5 % фл.д/кровезам. 200 мл Биохимик	280
85700	Дротаверина гидрохлорида таблетки 0,04 г табл. 40 мг уп.контурн.яч. 10 пач.картон. 5 АЛСИ Фарма	243
85704	Крапивы листья листья пак.бум. 50 г пач.картон. 1 Старт-Фито	198
85705	Крапивы листья листья пак.бум. 50 г пач.картон. 1 Старт-Фито	198
85707	Аспаркам табл. уп.контурн.яч. 10 Фармстандарт Курск	108
85727	Фукорцин р-р наружн. фл.темн.стекл. 25 мл Ярославская фармфабрика	247
85732	Актовегин табл.п.о. уп. 10 Сотекс	301
85762	Солодки корень корни пак.бум. 50 г пач.картон. 1 Иван-Чай	38
85768	Нафтизина раствор капли наз. 0,05 % фл.-кап. 15 мл Славянская аптека ООО	234
85771	Боярышника плоды плоды пак.бум. 50 г пач.картон. 1 Магнолия Сообщество МФП	87
85772	Горца птичьего (Спорыша) трава трава пак.бум. 50 г пач.картон. 1 Магнолия Сообщество МФП	242
85775	Липоевая кислота табл.п.о. 0,012 г бан.темн.стекл. 50 кор. 1 Фармстандарт Марбиофарм	222
85781	Антисклерин капс.мягк. 500 мг уп. 30 Diet Pharma	320
85836	Сушеницы топяной трава лек.раст.сырье пак.бум. 50 г пач.картон. 1 Техмедсервис	247
85856	Пропротен-100 табл. бан.полимерн. 40 кор. 1 Материа Медика Холдинг	279
85858	Мяты перечной масло масло фл. 10 мл Лекус	243
85859	Мяты перечной масло масло фл. 25 мл Лекус	243
85860	Шиповника плоды плоды пак.бум. 50 г пач.картон. 1 Магнолия Сообщество МФП	198
85864	Дифенина таблетки 0,117 г табл. 0,117 г уп.контурн.б/яч. 10 Усолье-Сибирский ХФК	289
85865	Интерферон лейкоцитарный человеческий сухой пор.лиоф. 1000 МЕ 4 доз амп. [с нож.амп.] № 1 Микроген	33
85866	Акридерм СК мазь туба 15 г пач.картон. 1 Акрихин	242
85868	Одуванчика корни лек.раст.сырье пак.бум. 50 г пач.картон. 1 Старт-Фито	223
85870	Шиповника плоды плоды пак.бум. 100 г пач.картон. 1 Старт-Фито	198
85891	Бифидумбактерин сухой пор.лиоф.д/р-ра для приема внутрь 5 доз фл. пач.картон. 10 Микроген	33
85893	Папазол табл. уп.контурн.б/яч. 10 Фармстандарт Томск	243
85900	Ортосифона тычиночного (Почечного чая) листья листья пак.бум. 50 г пач.картон. 1 Техмедсервис	236
85901	Угля активированного таблетки 0,25 г табл. 0,25 г уп.контурн.б/яч. 10 Новис-97	205
85923	Викалин табл. уп.контурн.б/яч. 10 СТИ-МЕД-СОРБ ОАО	227
85925	Дуба кора кора пак.бум. 50 г пач.картон. 1 Старт-Фито	247
85926	Желудочный сбор N 3 сбор лек. пак.бум. 50 г пач.картон. 1 Техмедсервис	223
85927	Желудочный сбор N 3 сбор лек. пак.бум. 50 г пач.картон. 1 Техмедсервис	223
85937	Дротаверина гидрохлорида таблетки 0,04 г табл. 40 мг уп.контурн.яч. 10 пач.картон. 2 Органика	243
85939	Ортосифона тычиночного (Почечного чая) листья листья пак.бум. 50 г пач.картон. 1 Энси	236
85940	Клотримазол табл.ваг. 100 мг уп.контурн.яч. 6 кор. 1 Indchemie Health	250
86017	Крапивы листья листья фильтр-пак. 1,5 г пач.картон. 20 Техмедсервис	198
86019	Ксантинола никотината раствор для инъекций 15% р-р д/ин. 15 % амп. 2 мл [с нож.амп.] кор. 10 УфаВита	171
86022	Никотиновой кислоты раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл [с нож.амп.] кор. 10 Верофарм (В	198
86025	Чистотела трава трава пак.бум. 50 г пач.картон. 1 Старт-Фито	242
86045	Ортосифона тычиночного (Почечного чая) листья листья фильтр-пак. 1,5 г пач.картон. 20 Техмедсервис	236
86069	Сушеницы топяной трава лек.раст.сырье пак.бум. 50 г пач.картон. 1 Старт-Фито	247
86071	Фенибута таблетки 0,25 г табл. 250 мг уп.контурн.яч. 10 кор. 2 Белмедпрепараты	46
86073	Чабреца трава трава пак.бум. 50 г пач.картон. 1 Старт-Фито	247
86074	Череды трава трава пак.бум. 50 г пач.картон. 1 Техмедсервис	236
86075	Шалфея листья листья пак.бум. 50 г пач.картон. 1 Старт-Фито	247
86088	Солкосерил р-р д/ин. амп. 2 мл уп. 5 ICN Switzerian	196
86122	Глюкоза р-р д/ин. 5 % фл.д/кровезам. 200 мл Биосинтез	280
86137	Цинковая мазь мазь 10 % бан. 25 г Ярославская фармфабрика	242
86145	Арбидол капс. 100 мг уп. 10 Щелковский витаминный завод	33
86165	Нафтизина раствор капли наз. 0,1 % фл. 10 мл Славянская аптека ООО	234
86167	Курантил 25 драже 25 мг фл.стекл. 120 кор. 1 Berlin-Chemie	171
86170	Одуванчика корни лек.раст.сырье пак.бум. 35 г пач.картон. 1 Микроген	223
86174	Гликодин сироп фл.темн.стекл. 50 мл кор. 1 Alembic	38
86175	Череды трава трава пак.бум. 50 г пач.картон. 1 Старт-Фито	236
86181	Дуовит драже уп.контурн.яч. 10 кор. 4 Вектор-Фарм	198
86201	Линкас пастилки апельсин уп.контурн.б/яч. 8 уп. 2 Herbion Pakistan	39
86202	Линкас пастилки мёд+лимон уп.контурн.б/яч. 8 уп. 2 Herbion Pakistan	39
86203	Линкас пастилки мята уп.контурн.б/яч. 8 уп. 2 Herbion Pakistan	39
86205	Линкас пастилки апельсин уп. 16 Herbion Pakistan	39
86206	Линкас пастилки мёд+лимон уп. 16 Herbion Pakistan	39
86207	Линкас пастилки мята уп. 16 Herbion Pakistan	39
86213	Шиповника плоды плоды пач.картон. 100 г Энси	198
86214	Энап-Н табл. 10 мг+25 мг уп.контурн.яч. 10 кор. 2 Вектор-Медика	236
